Protein	Genome ID,,Description,,# HIT
P80858	N/A,,N/A,,N/A
P80859	N/A,,N/A,,N/A
P80860	N/A,,N/A,,N/A
P80865	N/A,,N/A,,N/A
P80866	AL009126,,Firmicutes : Bacillus subtilis subsp. subtilis str. 168,,85 sequence(s)
P80868	N/A,,N/A,,N/A
P80870	N/A,,N/A,,N/A
P80871	N/A,,N/A,,N/A
P80875	N/A,,N/A,,N/A
P80877	N/A,,N/A,,N/A
P80879	N/A,,N/A,,N/A
P80885	N/A,,N/A,,N/A
P80886	N/A,,N/A,,N/A
P80918	N/A,,N/A,,N/A
P80920	N/A,,N/A,,N/A
P80921	N/A,,N/A,,N/A
P80922	N/A,,N/A,,N/A
P80923	AE016853,,Gammaproteobacteria : Pseudomonas syringae pv. tomato str. DC3000,,63 sequence(s)
P81100	N/A,,N/A,,N/A
P81101	AL009126,,Firmicutes : Bacillus subtilis subsp. subtilis str. 168,,85 sequence(s)
P81102	N/A,,N/A,,N/A
P81181	AE005176,,Firmicutes : Lactococcus lactis subsp. lactis Il1403,,61 sequence(s)
P94335	N/A,,N/A,,N/A
P94360	N/A,,N/A,,N/A
P94364	N/A,,N/A,,N/A
P94400	N/A,,N/A,,N/A
P94409	N/A,,N/A,,N/A
P94417	N/A,,N/A,,N/A
P94425	N/A,,N/A,,N/A
P94459	N/A,,N/A,,N/A
P94521	N/A,,N/A,,N/A
P94534	N/A,,N/A,,N/A
P94538	N/A,,N/A,,N/A
P94547	N/A,,N/A,,N/A
P94549	N/A,,N/A,,N/A
P94565	N/A,,N/A,,N/A
P94592	N/A,,N/A,,N/A
P94996	N/A,,N/A,,N/A
P95017	N/A,,N/A,,N/A
P95029	N/A,,N/A,,N/A
P95032	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P95034	N/A,,N/A,,N/A
P95087	N/A,,N/A,,N/A
P95090	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P95125	N/A,,N/A,,N/A
P95137	N/A,,N/A,,N/A
P95144	N/A,,N/A,,N/A
P95172	N/A,,N/A,,N/A
P95185	N/A,,N/A,,N/A
P95186	N/A,,N/A,,N/A
P95189	N/A,,N/A,,N/A
P95197	N/A,,N/A,,N/A
P95217	N/A,,N/A,,N/A
P95225	CP009480,,Actinobacteria : Mycobacterium tuberculosis H37Rv H37Rv; TMC 102,,45 sequence(s)
P95257	N/A,,N/A,,N/A
P95290	N/A,,N/A,,N/A
P95690	N/A,,N/A,,N/A
P95691	CP000077,,Crenarchaeota : Sulfolobus acidocaldarius DSM 639,,46 sequence(s)
P95867	N/A,,N/A,,N/A
P95871	N/A,,N/A,,N/A
P95879	N/A,,N/A,,N/A
P95907	N/A,,N/A,,N/A
P95931	N/A,,N/A,,N/A
P95949	N/A,,N/A,,N/A
P95957	N/A,,N/A,,N/A
P95968	N/A,,N/A,,N/A
P95970	N/A,,N/A,,N/A
P95979	N/A,,N/A,,N/A
P95980	N/A,,N/A,,N/A
P95991	N/A,,N/A,,N/A
P96041	AE006641,,Crenarchaeota : Sulfolobus solfataricus P2,,46 sequence(s)
P96076	AE017221,,Deinococcus-Thermus : Thermus thermophilus HB27,,47 sequence(s)
P96217	N/A,,N/A,,N/A
P96218	N/A,,N/A,,N/A
P96258	N/A,,N/A,,N/A
P96267	N/A,,N/A,,N/A
P96270	N/A,,N/A,,N/A
P96271	N/A,,N/A,,N/A
P96284	N/A,,N/A,,N/A
P96285	N/A,,N/A,,N/A
P96288	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P96291	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P96353	N/A,,N/A,,N/A
P96356	N/A,,N/A,,N/A
P96374	CP009480,,Actinobacteria : Mycobacterium tuberculosis H37Rv H37Rv; TMC 102,,45 sequence(s)
P96396	N/A,,N/A,,N/A
P96399	N/A,,N/A,,N/A
P96404	N/A,,N/A,,N/A
P96409	N/A,,N/A,,N/A
P96502	N/A,,N/A,,N/A
P96585	N/A,,N/A,,N/A
P96596	N/A,,N/A,,N/A
P96611	N/A,,N/A,,N/A
P96613	N/A,,N/A,,N/A
P96615	N/A,,N/A,,N/A
P96619	N/A,,N/A,,N/A
P96625	N/A,,N/A,,N/A
P96679	N/A,,N/A,,N/A
P96683	N/A,,N/A,,N/A
P96686	N/A,,N/A,,N/A
P96692	N/A,,N/A,,N/A
P96701	N/A,,N/A,,N/A
P96716	N/A,,N/A,,N/A
P96718	N/A,,N/A,,N/A
P96722	N/A,,N/A,,N/A
P96805	N/A,,N/A,,N/A
P96812	N/A,,N/A,,N/A
P96824	N/A,,N/A,,N/A
P96868	N/A,,N/A,,N/A
P96872	N/A,,N/A,,N/A
P96874	N/A,,N/A,,N/A
P96876	N/A,,N/A,,N/A
P96877	N/A,,N/A,,N/A
P96878	N/A,,N/A,,N/A
P96890	N/A,,N/A,,N/A
P96923	N/A,,N/A,,N/A
P97152	BA000022,,Cyanobacteria : Synechocystis sp. PCC 6803,,42 sequence(s)
P99175	BA000018,,Firmicutes : Staphylococcus aureus subsp. aureus N315,,62 sequence(s)
P9WF13	N/A,,N/A,,N/A
P9WF14	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WF15	N/A,,N/A,,N/A
P9WF19	N/A,,N/A,,N/A
P9WF23	N/A,,N/A,,N/A
P9WF27	N/A,,N/A,,N/A
P9WF29	N/A,,N/A,,N/A
P9WF45	N/A,,N/A,,N/A
P9WFB1	N/A,,N/A,,N/A
P9WFC9	N/A,,N/A,,N/A
P9WFD3	N/A,,N/A,,N/A
P9WFD7	N/A,,N/A,,N/A
P9WFD9	N/A,,N/A,,N/A
P9WFG2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WFG3	N/A,,N/A,,N/A
P9WFG9	N/A,,N/A,,N/A
P9WFH5	N/A,,N/A,,N/A
P9WFH7	N/A,,N/A,,N/A
P9WFI4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WFI5	N/A,,N/A,,N/A
P9WFK0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WFK9	N/A,,N/A,,N/A
P9WFL3	N/A,,N/A,,N/A
P9WFM7	N/A,,N/A,,N/A
P9WFN1	N/A,,N/A,,N/A
P9WFQ0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WFQ1	N/A,,N/A,,N/A
P9WFR1	N/A,,N/A,,N/A
P9WFS2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WFS3	N/A,,N/A,,N/A
P9WFW9	N/A,,N/A,,N/A
P9WFX5	N/A,,N/A,,N/A
P9WFX7	N/A,,N/A,,N/A
P9WFZ1	N/A,,N/A,,N/A
P9WFZ7	N/A,,N/A,,N/A
P9WG05	N/A,,N/A,,N/A
P9WG17	N/A,,N/A,,N/A
P9WG33	N/A,,N/A,,N/A
P9WG38	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WG39	N/A,,N/A,,N/A
P9WG45	N/A,,N/A,,N/A
P9WG47	N/A,,N/A,,N/A
P9WG48	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WG49	N/A,,N/A,,N/A
P9WG74	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WG75	N/A,,N/A,,N/A
P9WG86	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WG87	N/A,,N/A,,N/A
P9WGA0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGA1	N/A,,N/A,,N/A
P9WGC3	N/A,,N/A,,N/A
P9WGC7	N/A,,N/A,,N/A
P9WGD5	N/A,,N/A,,N/A
P9WGD8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGD9	N/A,,N/A,,N/A
P9WGE1	N/A,,N/A,,N/A
P9WGE7	N/A,,N/A,,N/A
P9WGF2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGF3	N/A,,N/A,,N/A
P9WGF9	N/A,,N/A,,N/A
P9WGG5	N/A,,N/A,,N/A
P9WGH8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGH9	N/A,,N/A,,N/A
P9WGI1	N/A,,N/A,,N/A
P9WGJ3	N/A,,N/A,,N/A
P9WGJ4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGJ5	N/A,,N/A,,N/A
P9WGK1	N/A,,N/A,,N/A
P9WGK3	N/A,,N/A,,N/A
P9WGK4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGK5	N/A,,N/A,,N/A
P9WGK8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGK9	N/A,,N/A,,N/A
P9WGL3	N/A,,N/A,,N/A
P9WGL5	N/A,,N/A,,N/A
P9WGL7	N/A,,N/A,,N/A
P9WGL9	N/A,,N/A,,N/A
P9WGM0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGM1	N/A,,N/A,,N/A
P9WGM3	N/A,,N/A,,N/A
P9WGM5	N/A,,N/A,,N/A
P9WGM7	N/A,,N/A,,N/A
P9WGM9	N/A,,N/A,,N/A
P9WGN1	N/A,,N/A,,N/A
P9WGN7	N/A,,N/A,,N/A
P9WGN8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGN9	N/A,,N/A,,N/A
P9WGP5	N/A,,N/A,,N/A
P9WGQ1	N/A,,N/A,,N/A
P9WGR0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGR1	N/A,,N/A,,N/A
P9WGR9	N/A,,N/A,,N/A
P9WGS1	N/A,,N/A,,N/A
P9WGT2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGT3	N/A,,N/A,,N/A
P9WGT9	N/A,,N/A,,N/A
P9WGV2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGV3	N/A,,N/A,,N/A
P9WGY8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WGY9	N/A,,N/A,,N/A
P9WGZ1	N/A,,N/A,,N/A
P9WH05	N/A,,N/A,,N/A
P9WH07	N/A,,N/A,,N/A
P9WH34	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WH35	N/A,,N/A,,N/A
P9WH37	N/A,,N/A,,N/A
P9WH41	N/A,,N/A,,N/A
P9WH42	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WH43	N/A,,N/A,,N/A
P9WH45	N/A,,N/A,,N/A
P9WH48	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WH49	N/A,,N/A,,N/A
P9WH51	N/A,,N/A,,N/A
P9WH53	N/A,,N/A,,N/A
P9WH82	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WH83	N/A,,N/A,,N/A
P9WH87	N/A,,N/A,,N/A
P9WHA1	N/A,,N/A,,N/A
P9WHA7	N/A,,N/A,,N/A
P9WHB3	N/A,,N/A,,N/A
P9WHB7	N/A,,N/A,,N/A
P9WHC1	N/A,,N/A,,N/A
P9WHC7	N/A,,N/A,,N/A
P9WHD1	N/A,,N/A,,N/A
P9WHD2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WHD3	N/A,,N/A,,N/A
P9WHE0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WHE1	N/A,,N/A,,N/A
P9WHF3	N/A,,N/A,,N/A
P9WHG1	N/A,,N/A,,N/A
P9WHG9	N/A,,N/A,,N/A
P9WHI9	N/A,,N/A,,N/A
P9WHJ5	N/A,,N/A,,N/A
P9WHK5	N/A,,N/A,,N/A
P9WHK7	N/A,,N/A,,N/A
P9WHM1	N/A,,N/A,,N/A
P9WHN5	N/A,,N/A,,N/A
P9WHP5	N/A,,N/A,,N/A
P9WHQ1	N/A,,N/A,,N/A
P9WHR1	N/A,,N/A,,N/A
P9WHS1	N/A,,N/A,,N/A
P9WHT2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WHT3	N/A,,N/A,,N/A
P9WHU1	N/A,,N/A,,N/A
P9WHU7	N/A,,N/A,,N/A
P9WHV0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WHV1	N/A,,N/A,,N/A
P9WHV7	N/A,,N/A,,N/A
P9WHW3	N/A,,N/A,,N/A
P9WHW5	N/A,,N/A,,N/A
P9WI27	N/A,,N/A,,N/A
P9WI41	N/A,,N/A,,N/A
P9WI47	N/A,,N/A,,N/A
P9WI48	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI49	N/A,,N/A,,N/A
P9WI55	N/A,,N/A,,N/A
P9WI62	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI63	N/A,,N/A,,N/A
P9WI64	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI65	N/A,,N/A,,N/A
P9WI66	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI67	N/A,,N/A,,N/A
P9WI69	N/A,,N/A,,N/A
P9WI70	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI71	N/A,,N/A,,N/A
P9WI72	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI73	N/A,,N/A,,N/A
P9WI74	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI75	N/A,,N/A,,N/A
P9WI76	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI77	N/A,,N/A,,N/A
P9WI78	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI79	N/A,,N/A,,N/A
P9WI80	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI81	N/A,,N/A,,N/A
P9WI82	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WI83	N/A,,N/A,,N/A
P9WIA1	N/A,,N/A,,N/A
P9WIC5	N/A,,N/A,,N/A
P9WIC7	N/A,,N/A,,N/A
P9WID5	N/A,,N/A,,N/A
P9WIE3	N/A,,N/A,,N/A
P9WIE5	N/A,,N/A,,N/A
P9WIF8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WIF9	N/A,,N/A,,N/A
P9WIG1	N/A,,N/A,,N/A
P9WIG4	N/A,,N/A,,N/A
P9WIG5	N/A,,N/A,,N/A
P9WIH2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WIH3	N/A,,N/A,,N/A
P9WII8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WII9	N/A,,N/A,,N/A
P9WIJ9	N/A,,N/A,,N/A
P9WIM7	N/A,,N/A,,N/A
P9WIM9	N/A,,N/A,,N/A
P9WIN1	N/A,,N/A,,N/A
P9WIP3	N/A,,N/A,,N/A
P9WIP7	N/A,,N/A,,N/A
P9WIP9	N/A,,N/A,,N/A
P9WIR7	N/A,,N/A,,N/A
P9WIS5	N/A,,N/A,,N/A
P9WIT2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WIT3	N/A,,N/A,,N/A
P9WIT5	N/A,,N/A,,N/A
P9WIU9	N/A,,N/A,,N/A
P9WIW3	N/A,,N/A,,N/A
P9WIW7	N/A,,N/A,,N/A
P9WIX7	N/A,,N/A,,N/A
P9WIZ7	N/A,,N/A,,N/A
P9WIZ9	N/A,,N/A,,N/A
P9WJ07	N/A,,N/A,,N/A
P9WJ09	N/A,,N/A,,N/A
P9WJ41	N/A,,N/A,,N/A
P9WJ68	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJ69	N/A,,N/A,,N/A
P9WJ85	N/A,,N/A,,N/A
P9WJ94	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJ95	N/A,,N/A,,N/A
P9WJ96	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJ97	N/A,,N/A,,N/A
P9WJA3	N/A,,N/A,,N/A
P9WJA8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJA9	N/A,,N/A,,N/A
P9WJB5	N/A,,N/A,,N/A
P9WJB7	N/A,,N/A,,N/A
P9WJB9	N/A,,N/A,,N/A
P9WJC3	N/A,,N/A,,N/A
P9WJC4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJC5	N/A,,N/A,,N/A
P9WJD9	N/A,,N/A,,N/A
P9WJG3	N/A,,N/A,,N/A
P9WJG5	N/A,,N/A,,N/A
P9WJH6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJH7	N/A,,N/A,,N/A
P9WJK2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJK3	N/A,,N/A,,N/A
P9WJL7	N/A,,N/A,,N/A
P9WJM3	N/A,,N/A,,N/A
P9WJP1	N/A,,N/A,,N/A
P9WJQ7	N/A,,N/A,,N/A
P9WJQ9	N/A,,N/A,,N/A
P9WJR9	N/A,,N/A,,N/A
P9WJT0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJT1	N/A,,N/A,,N/A
P9WJT8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJT9	N/A,,N/A,,N/A
P9WJU0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJU1	N/A,,N/A,,N/A
P9WJV4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WJV5	N/A,,N/A,,N/A
P9WJX5	N/A,,N/A,,N/A
P9WJY9	N/A,,N/A,,N/A
P9WK07	N/A,,N/A,,N/A
P9WK13	N/A,,N/A,,N/A
P9WK17	N/A,,N/A,,N/A
P9WK24	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WK25	N/A,,N/A,,N/A
P9WK46	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WK47	N/A,,N/A,,N/A
P9WK55	N/A,,N/A,,N/A
P9WK87	N/A,,N/A,,N/A
P9WK89	N/A,,N/A,,N/A
P9WK93	N/A,,N/A,,N/A
P9WK95	N/A,,N/A,,N/A
P9WK99	N/A,,N/A,,N/A
P9WKA4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKA5	N/A,,N/A,,N/A
P9WKD0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKD1	N/A,,N/A,,N/A
P9WKD3	N/A,,N/A,,N/A
P9WKD9	N/A,,N/A,,N/A
P9WKE5	N/A,,N/A,,N/A
P9WKE8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKE9	N/A,,N/A,,N/A
P9WKF4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKF5	N/A,,N/A,,N/A
P9WKG3	N/A,,N/A,,N/A
P9WKH1	N/A,,N/A,,N/A
P9WKH5	N/A,,N/A,,N/A
P9WKI3	N/A,,N/A,,N/A
P9WKK3	N/A,,N/A,,N/A
P9WKL9	N/A,,N/A,,N/A
P9WKM1	N/A,,N/A,,N/A
P9WKP5	N/A,,N/A,,N/A
P9WKQ4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKQ5	N/A,,N/A,,N/A
P9WKR5	N/A,,N/A,,N/A
P9WKS5	N/A,,N/A,,N/A
P9WKT1	N/A,,N/A,,N/A
P9WKT7	N/A,,N/A,,N/A
P9WKU2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKU3	N/A,,N/A,,N/A
P9WKV6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WKV7	N/A,,N/A,,N/A
P9WKV9	N/A,,N/A,,N/A
P9WKW5	N/A,,N/A,,N/A
P9WKX3	N/A,,N/A,,N/A
P9WKZ5	N/A,,N/A,,N/A
P9WL07	N/A,,N/A,,N/A
P9WL15	N/A,,N/A,,N/A
P9WL20	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WL21	N/A,,N/A,,N/A
P9WL61	N/A,,N/A,,N/A
P9WL91	N/A,,N/A,,N/A
P9WLH5	N/A,,N/A,,N/A
P9WLI1	N/A,,N/A,,N/A
P9WLI5	N/A,,N/A,,N/A
P9WLI8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WLI9	N/A,,N/A,,N/A
P9WLK1	N/A,,N/A,,N/A
P9WLK3	N/A,,N/A,,N/A
P9WLK5	N/A,,N/A,,N/A
P9WLM1	N/A,,N/A,,N/A
P9WLM3	N/A,,N/A,,N/A
P9WLN6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WLN7	N/A,,N/A,,N/A
P9WLP5	N/A,,N/A,,N/A
P9WLQ2	N/A,,N/A,,N/A
P9WLQ3	N/A,,N/A,,N/A
P9WLT1	N/A,,N/A,,N/A
P9WLT5	N/A,,N/A,,N/A
P9WLW5	N/A,,N/A,,N/A
P9WLZ6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WLZ7	N/A,,N/A,,N/A
P9WM02	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WM03	N/A,,N/A,,N/A
P9WM21	N/A,,N/A,,N/A
P9WM25	N/A,,N/A,,N/A
P9WM30	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WM31	N/A,,N/A,,N/A
P9WM43	N/A,,N/A,,N/A
P9WM59	N/A,,N/A,,N/A
P9WM83	N/A,,N/A,,N/A
P9WMA6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMA7	N/A,,N/A,,N/A
P9WMB5	N/A,,N/A,,N/A
P9WMC1	N/A,,N/A,,N/A
P9WME1	N/A,,N/A,,N/A
P9WME3	N/A,,N/A,,N/A
P9WME7	N/A,,N/A,,N/A
P9WMF9	N/A,,N/A,,N/A
P9WMH1	N/A,,N/A,,N/A
P9WMH3	N/A,,N/A,,N/A
P9WMH9	N/A,,N/A,,N/A
P9WMI9	N/A,,N/A,,N/A
P9WMJ7	N/A,,N/A,,N/A
P9WMJ9	N/A,,N/A,,N/A
P9WMK0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMK1	N/A,,N/A,,N/A
P9WMK7	N/A,,N/A,,N/A
P9WML1	N/A,,N/A,,N/A
P9WML8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WML9	N/A,,N/A,,N/A
P9WMM3	N/A,,N/A,,N/A
P9WMN4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMN5	N/A,,N/A,,N/A
P9WMN9	N/A,,N/A,,N/A
P9WMQ1	N/A,,N/A,,N/A
P9WMQ6	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMQ7	N/A,,N/A,,N/A
P9WMQ9	N/A,,N/A,,N/A
P9WMR1	N/A,,N/A,,N/A
P9WMS5	N/A,,N/A,,N/A
P9WMT4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMT5	N/A,,N/A,,N/A
P9WMT9	N/A,,N/A,,N/A
P9WMU0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMU1	N/A,,N/A,,N/A
P9WMU4	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WMU5	N/A,,N/A,,N/A
P9WMV1	N/A,,N/A,,N/A
P9WMW1	N/A,,N/A,,N/A
P9WN21	N/A,,N/A,,N/A
P9WN26	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WN27	N/A,,N/A,,N/A
P9WN31	N/A,,N/A,,N/A
P9WN39	N/A,,N/A,,N/A
P9WN40	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WN41	N/A,,N/A,,N/A
P9WN47	N/A,,N/A,,N/A
P9WN51	N/A,,N/A,,N/A
P9WN59	N/A,,N/A,,N/A
P9WN83	N/A,,N/A,,N/A
P9WN93	N/A,,N/A,,N/A
P9WN95	N/A,,N/A,,N/A
P9WN97	N/A,,N/A,,N/A
P9WN99	N/A,,N/A,,N/A
P9WNA0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WNA1	N/A,,N/A,,N/A
P9WNA2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WNA3	N/A,,N/A,,N/A
P9WND5	N/A,,N/A,,N/A
P9WNE5	N/A,,N/A,,N/A
P9WNF5	N/A,,N/A,,N/A
P9WNG2	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WNG3	N/A,,N/A,,N/A
P9WNG9	N/A,,N/A,,N/A
P9WNH1	N/A,,N/A,,N/A
P9WNH5	N/A,,N/A,,N/A
P9WNI1	N/A,,N/A,,N/A
P9WNI3	N/A,,N/A,,N/A
P9WNI5	N/A,,N/A,,N/A
P9WNJ3	N/A,,N/A,,N/A
P9WNJ7	N/A,,N/A,,N/A
P9WNJ9	N/A,,N/A,,N/A
P9WNK5	N/A,,N/A,,N/A
P9WNK7	N/A,,N/A,,N/A
P9WNK9	N/A,,N/A,,N/A
P9WNM5	N/A,,N/A,,N/A
P9WNM9	N/A,,N/A,,N/A
P9WNN0	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WNN1	N/A,,N/A,,N/A
P9WNN7	N/A,,N/A,,N/A
P9WNN9	N/A,,N/A,,N/A
P9WNP1	N/A,,N/A,,N/A
P9WNP5	N/A,,N/A,,N/A
P9WNP9	N/A,,N/A,,N/A
P9WNQ1	N/A,,N/A,,N/A
P9WNQ3	N/A,,N/A,,N/A
P9WNR1	N/A,,N/A,,N/A
P9WNU7	N/A,,N/A,,N/A
P9WNV1	N/A,,N/A,,N/A
P9WNV3	N/A,,N/A,,N/A
P9WNV5	N/A,,N/A,,N/A
P9WNV8	AE000516,,Actinobacteria : Mycobacterium tuberculosis CDC1551,,45 sequence(s)
P9WNV9	N/A,,N/A,,N/A
