Protein	Strain,,Genomic location,,Charge (pH 7),,Kyte-Doolittle Hydrophobicity Value,,Molecular Weight (kDa),,Isoelectric Point (pI)
P80885	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80886	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80918	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80920	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80921	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80922	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P80923	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81100	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81101	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81102	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P81181	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94335	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94360	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94364	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94400	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94417	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94425	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94459	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94521	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94534	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94538	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94547	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94549	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94565	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94592	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P94996	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95017	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95029	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95032	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95034	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95087	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95090	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95125	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95137	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95144	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95172	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95185	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95186	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95189	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95197	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95217	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95225	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95257	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95290	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95690	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95691	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95867	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95871	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95879	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95907	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95931	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95949	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95957	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95968	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95970	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95979	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95980	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P95991	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96041	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96076	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96217	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96218	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96258	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96267	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96270	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96271	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96284	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96285	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96288	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96291	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96353	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96356	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96374	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96396	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96399	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96404	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96409	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96502	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96585	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96596	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96611	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96613	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96615	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96619	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96625	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96679	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96683	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96686	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96692	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96701	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96716	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96718	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96722	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96805	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96812	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96824	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96868	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96872	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96874	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96876	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96877	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96878	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96890	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P96923	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P97152	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P99175	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF14	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF15	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF19	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF23	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF29	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WF45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFB1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFC9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFI4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFI5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFK0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFL3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFQ0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFS2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFS3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFW9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WFZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG05	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG33	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG38	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG39	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG86	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WG87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGA0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGC3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGC7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGD5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGD8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGE7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGF2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGH8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGH9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGI1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGJ3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGJ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGK9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGL3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGL5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGN7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGN8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGN9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGR0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGR9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGS1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGT9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGV2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGV3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGY8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGY9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WGZ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH05	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH34	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH35	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH37	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH42	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH43	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH45	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH51	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH53	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH82	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WH87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHA7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHB3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHB7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHC1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHC7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHD2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHE0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHE1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHF3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHG1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHG9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHI9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHJ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHK5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHK7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHM1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHN5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHQ1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHR1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHS1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHU7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHV0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHV1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHV7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHW3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WHW5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI27	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI48	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI49	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI55	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI62	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI63	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI64	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI65	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI66	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI67	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI69	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI70	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI71	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI72	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI73	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI74	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI75	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI76	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI77	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI78	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI79	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI80	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI81	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI82	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WI83	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIA1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIC7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WID5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIE3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIF8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIF9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIG1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIG4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIH2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIH3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WII8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WII9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIJ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIM7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIM9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIN1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIP3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIP7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIP9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIR7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIT2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIT3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIT5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIU9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIW3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIW7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIX7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIZ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WIZ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ09	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ41	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ68	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ69	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ85	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ94	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ96	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJ97	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJA3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJA8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJA9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJB5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJB7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJB9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJC3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJC4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJC5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJG5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJH6	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJH7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJK2	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJL7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJM3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJP1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJQ7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJQ9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJR9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJT0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJT8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJT9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJU0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJU1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJV4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJV5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJX5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WJY9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK07	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK13	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK17	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK24	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK25	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK46	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK47	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK55	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK87	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK89	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK93	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK95	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WK99	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKA4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKA5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKD0	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKD1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKD3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKD9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKE5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKE8	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKE9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKF4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKF5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKG3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKH1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKH5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKI3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKK3	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKL9	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKM1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKP5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKQ4	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKQ5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKR5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKS5	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKT1	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
P9WKT7	N/A,,N/A,,N/A,,N/A,,N/A,,N/A
