Protein	Accession
Q2YQA4	BAB2_0042
Q2YQA5	BAB1_1614
Q3JYL5	BAB1_1613
Q3JYN3	SAK_2048
Q3JYQ0	SAK_2030
Q3JZM0	SAK_2013
Q3K003	SAK_1681
Q3K0T0	SAK_1544
Q3K1F5	SAK_1259
Q3K1H1	SAK_1026
Q3K1J7	SAK_1010
Q3K1J9	SAK_0984
Q3K1T4	SAK_0982
Q3K1U4	SAK_0897
Q3K1W9	SAK_0887
Q3K2B6	SAK_0862
Q3K2M3	SAK_0709
Q3K2N8	SAK_0598
Q3K2S4	SAK_0583
Q3K378	SAK_0547
Q3K3G5	SAK_0373
Q3K3T2	SAK_0270
Q3K3W1	SAK_0147
Q3K447	SAK_0099
Q3K4I6	Pfl01_5724
Q3K4J1	Pfl01_5581
Q3K4M5	Pfl01_5576
Q3K4P8	Pfl01_5542
Q3K565	Pfl01_5519
Q3K5U6	Pfl01_5352
Q3K5V0	Pfl01_5121
Q3K5Y0	Pfl01_5117
Q3K601	Pfl01_5087
Q3K6G2	Pfl01_5066
Q3K6L4	Pfl01_4905
Q3K6L5	Pfl01_4853
Q3K6V9	Pfl01_4852
Q3K7B6	Pfl01_4758
Q3K7C0	Pfl01_4601
Q3K7K6	Pfl01_4597
Q3K7M4	Pfl01_4511
Q3K7T0	Pfl01_4493
Q3K7V3	Pfl01_4437
Q3K8C9	Pfl01_4414
Q3K8I3	Pfl01_4238
Q3K8U5	Pfl01_4184
Q3K8Y5	Pfl01_4072
Q3K930	Pfl01_4032
Q3K9G9	Pfl01_3987
Q3K9X5	Pfl01_3848
Q3KA11	Pfl01_3691
Q3KA73	Pfl01_3655
Q3KAF5	Pfl01_3593
Q3KBI3	Pfl01_3511
Q3KBY4	Pfl01_3133
Q3KC07	Pfl01_2980
Q3KC40	Pfl01_2957
Q3KD22	Pfl01_2924
Q3KD42	Pfl01_2592
Q3KDM7	Pfl01_2572
Q3KDP4	Pfl01_2386
Q3KDR5	Pfl01_2369
Q3KE11	Pfl01_2348
Q3KE48	Pfl01_2252
Q3KE50	Pfl01_2215
Q3KEA9	Pfl01_2213
Q3KFE3	Pfl01_2154
Q3KFH7	Pfl01_1770
Q3KFS0	Pfl01_1736
Q3KFT2	Pfl01_1643
Q3KG22	Pfl01_1631
Q3KG56	Pfl01_1541
Q3KGC5	Pfl01_1507
Q3KGE3	Pfl01_1438
Q3KGS5	Pfl01_1420
Q3KH02	Pfl01_1288
Q3KH39	Pfl01_1211
Q3KHL4	Pfl01_1174
Q3KHX6	Pfl01_0999
Q3KJ48	Pfl01_0887
Q3KJ67	Pfl01_0464
Q3KJC7	Pfl01_0445
Q3KJY5	Pfl01_0385
Q3KK37	Pfl01_0177
Q3L890	Pfl01_0125
Q3V5W6	MSMEG_0403;;MSMEI_0393;;LJ00_02005
Q44176	N/A
Q44636	SYNPCC7002_A1798
Q45069	BX_A0146;;GBAA_pXO1_0146
Q45477	Rv1262c
Q45478	BSU18140
Q45495	Rv0981
Q45499	BSU14560
Q45582	BSU14670
Q45614	BSU15440
Q45829	Rv1027c
Q46106	CA_C3075
Q46845	BSU40400
Q46856	b2989;;BAE77050
Q46920	b3011;;BAE77068
Q46953	b2794;;BAE76866
Q47690	b2646;;BAE76774
Q48662	Rv0949
Q48754	b0261;;BAA77929
Q48793	CAC99466
Q4J6C9	Rv2973c
Q4J6D0	Saci_2375
Q4J6D3	Saci_2373
Q4J6D5	Saci_2371
Q4J6E0	CAD00726
Q4J6E1	Rv1402
Q4J6E8	Saci_2363
Q4J6E9	BSU28820
Q4J6F0	Saci_2352
Q4J6F3	Rv3240c
Q4J6F5	Saci_2345
Q4J6G3	Saci_2344
Q4J6G6	Saci_2349
Q4J6G9	Saci_2331
Q4J6H0	Rv0351
Q4J6H1	Saci_2328
Q4J6H4	Saci_2325
Q4J6H9	Saci_2322
Q4J6I0	Saci_2317
Q4J6I3	Rv1484
Q4J6I4	Saci_2316
Q4J6I9	Saci_2311
Q4J6J0	Saci_2306
Q4J6J3	Rv1328
Q4J6J4	Saci_2305
Q4J6J5	Saci_2301
Q4J6J8	Rv1543
Q4J6J9	Saci_2298
Q4J6K5	Saci_2300
Q4J6K6	Rv2221c
Q4J6K7	Saci_2289
Q4J6K8	Saci_2292
Q4J6K9	Rv2919c
Q4J6L0	Saci_2286
Q4J6L1	Saci_2285
Q4J6L3	Saci_2284
Q4J6M2	Saci_2281
Q4J6M3	Saci_2273
Q4J6M6	Saci_2271
Q4J6M9	Saci_2287
Q4J6P0	Saci_2266
Q4J6P3	MPN_623
Q4J6P4	Saci_2252
Q4J6P6	Saci_2256
Q4J6Q2	Rv3441c
Q4J6Q4	Saci_2249
Q4J6Q9	Rv3701c
Q4J6R2	Saci_2234
Q4J6R8	Saci_2233
Q4J6S0	Saci_2228
Q4J6S1	Saci_2225
Q4J6S4	Saci_2242
Q4J6S5	Rv2211c
Q4J6S7	Saci_2221
Q4J6T1	Saci_2218
Q4J6T2	Rv1483
Q4J6T7	Saci_2215
Q4J6U2	Rv1098c
Q4J6U6	Saci_2201
Q4J6V0	Saci_2208
Q4J6V4	Rv2150c
Q4J6V5	Saci_2195
Q4J6V6	Saci_2190
Q4J6V8	Rv0017c
Q4J6V9	Saci_2189
Q4J6W2	Saci_2186
Q4J6W3	Rv3248c
Q4J6W4	Saci_2181
Q4J6W5	Saci_2183
Q4J6W6	Saci_2180
Q4J6W7	Saci_2177
Q4J6X3	Rv1872c
Q4J6X5	Saci_2168
Q4J6Y3	Saci_2166
Q4J6Y4	Saci_2176
Q4J6Y8	Rv3841
Q4J6Y9	Saci_2151
Q4J6Z1	Saci_2148
Q4J6Z4	Saci_2147
Q4J6Z5	Saci_2155
Q4J6Z9	Rv2875
Q4J700	Saci_2133
Q4J701	Saci_2132
Q4J704	Saci_2131
Q4J707	Saci_2142
Q4J708	Saci_2125
Q4J709	Saci_2124
Q4J712	Saci_2123
Q4J719	Rv0554
Q4J720	Saci_2117
Q4J721	Saci_2119
Q4J725	Saci_2116
Q4J735	Saci_2111
Q4J737	SMc04410
Q4J740	SMc00637
Q4J741	Saci_2102
Q4J744	Saci_2098
Q4J746	Saci_2093
Q4J760	Saci_2091
Q4J763	Saci_2077
Q4J764	Saci_2075
Q4J768	SM_b20747
Q4J769	Saci_2074
Q4J772	Saci_2068
Q4J773	SMc01288
Q4J774	Saci_2064
Q4J775	Saci_2063
Q4J776	Saci_2060
Q4J782	Saci_2062
Q4J783	Saci_2065
Q4J786	CA_C3145
Q4J788	Saci_2049
Q4J789	Saci_2054
Q4J792	Saci_2046
Q4J793	CA_C2639
Q4J794	CA_C2332
Q4J797	Saci_2044
Q4J7A2	CA_C1820
Q4J7A3	CA_C1242
Q4J7A8	Saci_2038
Q4J7B0	CA_C0147
Q4J7B1	Saci_2027
Q4J7B2	Saci_2024
Q4J7B3	Rv0548c
Q4J7C0	Saci_2023
Q4J7C1	Saci_2016
Q4J7C2	Saci_2006
Q4J7C8	Saci_2005
Q4J7D5	Saci_2012
Q4J7D8	SSO3195
Q4J7D9	Saci_1994
Q4J7E0	Saci_1990
Q4J7E6	Saci_1989
Q4J7E7	Saci_1986
Q4J7F0	SSO3145
Q4J7F1	Saci_1982
Q4J7F2	Rv0352
Q4J7F3	Saci_1976
Q4J7F9	Rv0710
Q4J7G0	SSO3112
Q4J7G1	SSO3107
Q4J7G3	SSO3079
Q4J7H1	Saci_1975
Q4J7I1	Saci_1957
Q4J7I2	Saci_1947
Q4J7I3	Saci_1946
Q4J7I8	SSO3059
Q4J7I9	Saci_1945
Q4J7J4	SSO3034
Q4J7J7	Saci_1941
Q4J7J9	Rv1391
Q4J7K5	Saci_1932
Q4J7K6	Saci_1923
Q4J7K7	Saci_1922
Q4J7L6	Saci_1921
Q4J7L9	Saci_1911
Q4J7M4	Saci_1909
Q4J7M9	Saci_1904
Q4J7N0	Saci_1899
Q4J7N8	Saci_1898
Q4J7P1	SSO2850
Q4J7P7	Saci_1888
Q4J7P9	Saci_1880
Q4J7Q1	Saci_1877
Q4J7Q5	Saci_1875
Q4J7Q6	Saci_1872
Q4J7Q7	Saci_1868
Q4J7Q8	Saci_1869
Q4J7R0	Saci_1867
Q4J7R1	Saci_1866
Q4J7R5	Saci_1864
Q4J7R8	Rv3456c
Q4J7R9	Saci_1861
Q4J7S8	N/A
Q4J7S9	Saci_1856
Q4J7T5	Saci_1846
Q4J7T6	Rv3418c
Q4J7T8	BAD70992
Q4J7T9	Saci_1841
Q4J7U0	BAD70094
Q4J7U2	Saci_1834
Q4J7U5	Saci_1831
Q4J7U7	BAD69939
Q4J7U8	Saci_1830
Q4J7V0	SSO1987
Q4J7W0	Saci_1824
Q4J7W1	Saci_1827
Q4J7W2	LH57_16980;;Rv3110
Q4J7W3	SSO1903
Q4J7W6	Saci_1815
Q4J7W7	Saci_1808
Q4J7W8	SSO1808
Q4J7X0	Saci_1810
Q4J7X3	Saci_1805
Q4J7X9	Saci_1802
Q4J7Y2	Rv2817c
Q4J7Y4	Saci_1797
Q4J7Z0	Saci_1791
Q4J801	RPA2953
Q4J804	RPA2706
Q4J811	RPA2513
Q4J814	RPA2446
Q4J815	RPA2005
Q4J823	Saci_1785
Q4J832	SSO1391
Q4J833	RPA1530
Q4J835	RPA1505
Q4J836	SSO1344
Q4J843	Saci_1752
Q4J845	Saci_1725
Q4J847	SSO1289
Q4J858	Saci_1731
Q4J860	SSO1098
Q4J868	Saci_1715
Q4J869	SSO1082
Q4J870	SSO1050
Q4J871	Saci_1704
Q4J873	Saci_1705
Q4J879	Saci_1717
Q4J881	SSO0985
Q4J882	Saci_1694
Q4J884	Saci_1691
Q4J887	Saci_1689
Q4J893	Saci_1686
Q4J8A4	Rv1334
Q4J8A7	Saci_1678
Q4J8A8	Saci_1664
Q4J8B0	LH57_17150;;Rv3141
Q4J8B3	Saci_1663
Q4J8B4	Saci_1658
Q4J8B6	Saci_1656
Q4J8B7	SSO0408
Q4J8B8	Saci_1655
Q4J8C0	Rv1654
Q4J8C3	Saci_1653
Q4J8C5	SSO0330
Q4J8C7	SSO0304
Q4J8C8	Saci_1647
Q4J8C9	SSO0279
Q4J8D0	SSO0239
Q4J8D1	SSO0231
Q4J8D2	SSO0206
Q4J8D3	SSO0187
Q4J8D5	SSO0179
Q4J8D6	SSO0174
Q4J8E1	Saci_1642
Q4J8E8	Rv2109c
Q4J8F1	Saci_1620
Q4J8F3	Saci_1625
Q4J8F4	Rv0500
Q4J8F6	SSO0038
Q4J8F8	Saci_1612
Q4J8G0	SSO0012
Q4J8G5	SSO0007
Q4J8G7	Saci_1615
Q4J8I4	Rv3137
Q4J8I9	Saci_1584
Q4J8J2	Saci_1601
Q4J8J7	Rv3025c
Q4J8K1	Saci_1575
Q4J8K3	Rv1263
Q4J8K5	Saci_1563
Q4J8K8	Saci_1562
Q4J8K9	L0005
Q4J8L0	Saci_1559
Q4J8L2	L142733
Q4J8L3	L123851
Q4J8L4	Saci_1567
Q4J8L8	L147466
Q4J8M0	L174389
Q4J8M2	L0041
Q4J8M6	L137630
Q4J8N1	Saci_1553
Q4J8N4	Saci_1528
Q4J8N5	Saci_1525
Q4J8N6	Rv2427c
Q4J8N7	Saci_1524
Q4J8P3	L0359
Q4J8P9	Saci_1523
Q4J8Q0	L141485
Q4J8Q4	Saci_1511
Q4J8Q5	Saci_1505
Q4J8Q6	Rv0009
Q4J8Q7	Saci_1504
Q4J8Q8	Rv0409
Q4J8R0	Saci_1499
Q4J8R1	Rv3280
Q4J8R2	Saci_1500
Q4J8R4	Saci_1497
Q4J8R6	Saci_1498
Q4J8S4	Rv0812
Q4J8S5	Saci_1487
Q4J8S9	LH57_02080;;Rv0389
Q4J8T0	Saci_1490
Q4J8T4	Saci_1479
Q4J8T7	Saci_1493
Q4J8T9	Rv1638
Q4J8U1	Saci_1470
Q4J8V5	PA5205
Q4J8W2	Saci_1472
Q4J8W3	Saci_1443
Q4J8X0	PA5014
Q4J8X5	Saci_1442
Q4J8X8	PA4964
Q4J8X9	PA3817
Q4J8Y0	Saci_1420
Q4J8Y6	PA3448
Q4J8Y8	PA3310
Q4J8Z1	Saci_1412
Q4J8Z7	Saci_1425
Q4J904	PA2744
Q4J905	PA2500
Q4J906	Saci_1403
Q4J907	Saci_1391
Q4J909	PA2015
Q4J910	Saci_1390
Q4J915	PA1670
Q4J922	PA1528
Q4J926	Saci_1371
Q4J928	NMB0255
Q4J929	Saci_1368
Q4J934	PA0437
Q4J936	Saci_1361
Q4J937	Saci_1359
Q4J939	SSO2127
Q4J940	Saci_1355
Q4J941	SSO2095
Q4J946	Saci_1353
Q4J947	SSO0830
Q4J951	BSU27850
Q4J952	SSO0688
Q4J955	Saci_1338
Q4J957	SSO0632
Q4J960	SSO0605
Q4J961	Saci_1387
Q4J964	SSO0550
Q4J968	Saci_1331
Q4J970	Saci_1333
Q4J971	Saci_1325
Q4J975	Saci_1324
Q4J977	Rv3628
Q4J978	SSO2072
Q4J979	Saci_1316
Q4J983	Saci_1320
Q4J984	Saci_0695
Q4J986	Saci_1308
Q4J989	Saci_1309
Q4J992	Saci_1304
Q4J995	BSU28040
Q4J9A0	Saci_1293
Q4J9A5	Saci_1297
Q4J9A7	RPA3119
Q4J9A8	Saci_1283
Q4J9B0	BSU34190
Q4J9B2	Saci_1279
Q4J9B3	Saci_1277
Q4J9C0	Saci_1275
Q4J9C2	Cj0779
Q4J9C4	Saci_1264
Q4J9C5	Saci_1280
Q4J9C6	SSO2133
Q4J9C9	Saci_1260
Q4J9D8	Saci_1259
Q4J9D9	SSO2157
Q4J9E1	Saci_1246
Q4J9E2	SSO0112
Q4J9E4	Saci_1242
Q4J9E5	Saci_1240
Q4J9E7	Saci_1243
Q4J9F2	SSO0104
Q4J9F6	Saci_1232
Q4J9F8	Saci_1237
Q4J9G3	MPN_434
Q4J9G9	Saci_1228
Q4J9H0	SSO0090
Q4J9H1	Saci_1215
Q4J9H3	Saci_1213
Q4J9H5	Saci_1211
Q4J9I5	SSO0069
Q4J9I6	Saci_1198
Q4J9J0	Saci_1209
Q4J9J2	SSO0341
Q4J9J7	Saci_1191
Q4J9L1	Saci_1184
Q4J9L2	Saci_1193
Q4J9L4	BSU08700
Q4J9M1	Saci_1171
Q4J9M3	MPN_430
Q4J9M4	Saci_1161
Q4J9M5	DR_0630
Q4J9M6	Saci_1159
Q4J9M7	Saci_1157
Q4J9M8	Saci_1156
Q4J9N0	BSU27400
Q4J9N1	Saci_1151
Q4J9N6	SSO0566
Q4J9N7	HVO_1091
Q4J9P4	Saci_1142
Q4J9P5	Saci_1155
Q4J9P6	MPN_393
Q4J9P9	Saci_1134
Q4J9Q0	Saci_1129
Q4J9Q2	Rv2949c
Q4J9Q4	Saci_1128
Q4J9Q5	Rv2419c
Q4J9Q6	Saci_1123
Q4J9R2	Saci_1122
Q4J9R5	Saci_1124
Q4J9R7	Rv2202c
Q4J9R9	Saci_1113
Q4J9S1	Saci_1109
Q4J9S5	Rv1908c
Q4J9S6	Saci_1103
Q4J9S7	Saci_1107
Q4J9S8	MPN_390
Q4J9S9	Saci_1100
Q4J9T0	Saci_1101
Q4J9T4	BSU08760
Q4J9T7	Saci_1092
Q4J9T9	Saci_1086
Q4J9U0	Saci_1087
Q4J9U3	Saci_1095
Q4J9U4	CA_C1743
Q4J9U5	Saci_1080
Q4J9V5	Saci_1078
Q4J9V9	CA_C2866
Q4J9W0	Saci_1068
Q4J9W2	Saci_1063
Q4J9W3	Saci_1062
Q4J9W6	Saci_1058
Q4J9X4	Saci_1060
Q4J9Y1	Saci_1050
Q4J9Y7	Saci_1036
Q4J9Y8	CA_C2922
Q4J9Y9	Saci_1035
Q4J9Z4	Saci_1034
Q4J9Z5	Saci_1042
Q4J9Z9	Rv0214
Q4JA00	Saci_1018
Q4JA01	Saci_1032
Q4JA04	Saci_1017
Q4JA08	Saci_1022
Q4JA09	LH57_01195;;Rv0217c
Q4JA11	Saci_1014
Q4JA16	Saci_1013
Q4JA18	Saci_1015
Q4JA21	LH57_01220;;Rv0222
Q4JA34	Saci_0999
Q4JA37	Saci_0985
Q4JA41	Saci_1004
Q4JA43	Saci_0977
Q4JA45	Saci_0975
Q4JA51	Saci_0973
Q4JA53	BSU37080
Q4JA54	Saci_0965
Q4JA55	Saci_0964
Q4JA56	Saci_0963
Q4JA57	Saci_0962
Q4JA59	Saci_0967
Q4JA60	BSU37070
Q4JA61	Saci_0958
Q4JA65	Saci_0959
Q4JA67	Saci_0953
Q4JA69	MPN_280
Q4JA71	Saci_0951
Q4JA72	BSU16750
Q4JA73	Saci_0946
Q4JA78	Saci_0945
Q4JA83	Saci_0947
Q4JA86	Saci_0935
Q4JA87	OEOE_1812
Q4JA88	Saci_0931
Q4JA89	Saci_0932
Q4JA91	OEOE_1786
Q4JA92	Saci_0926
Q4JA93	Saci_0925
Q4JA96	Saci_0924
Q4JA97	Saci_0921
Q4JAA1	Saci_0920
Q4JAA2	Saci_0929
Q4JAA7	OEOE_1708
Q4JAA8	Saci_0910
Q4JAB0	Saci_0915
Q4JAB1	Saci_0907
Q4JAB2	OEOE_1396
Q4JAB4	Saci_0905
Q4JAB5	Saci_0903
Q4JAB7	Saci_0902
Q4JAB9	Saci_0906
Q4JAC5	OEOE_1299
Q4JAC9	Saci_0898
Q4JAD3	BSU01510
Q4JAD5	Saci_0886
Q4JAE0	BSU04550
Q4JAE2	Saci_0874
Q4JAE3	Saci_0880
Q4JAE8	OEOE_0917
Q4JAE9	Saci_0864
Q4JAF1	Saci_0870
Q4JAF3	OEOE_0892
Q4JAF6	Saci_0859
Q4JAF9	Saci_0856
Q4JAG4	Saci_0853
Q4JAG5	Saci_0861
Q4JAG6	Saci_0847
Q4JAG7	Saci_0846
Q4JAH1	OEOE_0629
Q4JAH9	Saci_0841
Q4JAI1	Saci_0845
Q4JAI6	Saci_0831
Q4JAI7	OEOE_0594
Q4JAI8	Saci_0825
Q4JAJ0	Saci_0824
Q4JAJ2	Saci_0822
Q4JAJ3	Saci_0820
Q4JAJ6	Saci_0826
Q4JAJ8	OEOE_0527
Q4JAK0	Saci_0816
Q4JAK3	OEOE_0404
Q4JAK5	Saci_0806
Q4JAK7	Saci_0804
Q4JAK8	Saci_0802
Q4JAL1	Saci_0801
Q4JAL4	Saci_0798
Q4JAL6	Saci_0795
Q4JAL9	Saci_0811
Q4JAM3	Saci_0790
Q4JAM4	Saci_0783
Q4JAM6	OEOE_0003
Q4JAM7	Saci_0780
Q4JAM9	Saci_0779
Q4JAN1	Saci_0777
Q4JAN5	Saci_0775
Q4JAN7	Saci_0771
Q4JAP2	SO_0706
Q4JAP3	Saci_0763
Q4JAP5	Saci_0761
Q4JAQ6	Saci_0758
Q4JAQ7	Saci_0782
Q4JAQ8	Saci_0746
Q4JAR0	Saci_0745
Q4JAS0	Saci_0743
Q4JAS3	BSU04590
Q4JAS8	Saci_0728
Q4JAT0	Saci_0722
Q4JAT1	Saci_0720
Q4JAT3	Saci_0719
Q4JAT8	Saci_0731
Q4JAU0	Rv3145
Q4JAU3	Saci_0710
Q4JAU4	Saci_0707
Q4JAU7	Saci_0712
Q4JAW9	Saci_0702
Q4JAX3	BSU04770
Q4JAX4	Saci_0672
Q4JAX6	Saci_0671
Q4JAX7	Saci_0678
Q4JAX8	Saci_0668
Q4JAY0	Saci_0667
Q4JAY1	Saci_0665
Q4JAY3	BSU05480
Q4JAY5	Saci_0664
Q4JAY7	MPN_246
Q4JAZ0	Saci_0658
Q4JAZ5	Saci_0655
Q4JAZ7	Saci_0650
Q4JAZ8	Saci_0646
Q4JAZ9	Saci_0643
Q4JB01	Saci_0642
Q4JB03	Saci_0660
Q4JB04	Saci_0637
Q4JB05	Saci_0636
Q4JB06	MPN_238
Q4JB07	Saci_0635
Q4JB08	Saci_0633
Q4JB13	Saci_0729
Q4JB17	Saci_0624
Q4JB20	Saci_0620
Q4JB24	Saci_0617
Q4JB32	Saci_0613
Q4JB33	Saci_0605
Q4JB45	Saci_0604
Q4JB47	Saci_0592
Q4JB49	Saci_0590
Q4JB71	Saci_0632
Q4JB74	Rv0147
Q4JB75	Saci_0560
Q4JB77	Saci_0559
Q4JB80	Saci_0557
Q4JB81	Saci_0554
Q4JB83	Saci_0566
Q4JB84	Rv2626c
Q4JB86	Saci_0549
Q4JB87	Saci_0547
Q4JB88	Saci_0546
Q4JB97	Saci_0550
Q4JBA2	Saci_0532
Q4JBB3	Saci_0527
Q4JBB6	Saci_0510
Q4JBB9	Saci_0507
Q4JBC2	Saci_0504
Q4JBC6	Saci_0501
Q4JBD5	Saci_0497
Q4JBD6	Saci_0488
Q4JBD7	Saci_0487
Q4JBE3	Saci_0486
Q4JBE9	BAB42825
Q4JBF1	Saci_0480
Q4JBF6	Rv3385c
Q4JBF7	Saci_0463
Q4JBF9	Saci_0462
Q4JBG0	Saci_0472
Q4JBG8	Saci_0459
Q4JBH0	RPA1140
Q4JBH1	Saci_0447
Q4JBH3	Saci_0446
Q4JBH7	Saci_0444
Q4JBI5	Saci_0440
Q4JBI7	Saci_0449
Q4JBI8	MPN_170
Q4JBI9	Saci_0428
Q4JBJ2	Saci_0427
Q4JBJ4	Saci_0424
Q4JBJ6	Saci_0430
Q4JBK3	Rv2152c
Q4JBK5	Saci_0418
Q4JBK7	Saci_0409
Q4JBL1	Rv2165c
Q4JBL5	Saci_0402
Q4JBL7	Saci_0398
Q4JBL9	Saci_0396
Q4JBM0	Saci_0407
Q4JBM5	Saci_0393
Q4JBM7	Saci_0388
Q4JBN2	BSU28090
Q4JBN5	Saci_0381
Q4JBN7	Saci_0386
Q4JBN8	Rv2453c
Q4JBN9	Saci_0376
Q4JBP0	Rv3111
Q4JBP1	Saci_0374
Q4JBP4	Rv0626
Q4JBQ0	Saci_0369
Q4JBQ8	Saci_0372
Q4JBR0	Rv3407
Q4JBR2	Saci_0355
Q4JBR8	Saci_0351
Q4JBS3	Saci_0345
Q4JBS4	Saci_0340
Q4JBS5	BSU01020
Q4JBT0	Saci_0339
Q4JBT2	BSU01030
Q4JBT5	Saci_0333
Q4JBT8	BSU36520
Q4JBU2	Saci_0328
Q4JBU7	Rv1423
Q4JBV3	Saci_0316
Q4JBV6	Saci_0310
Q4JBV7	Saci_0307
Q4JBV8	Saci_0321
Q4JBW1	Saci_0305
Q4JBW3	Saci_0839
Q4JBW4	Saci_0300
Q4JBW8	Saci_0302
Q4JBW9	Saci_0295
Q4JBX3	Cj1540
Q4JBY2	Saci_0294
Q4JBZ1	Cj1534c
Q4JBZ2	Saci_0272
Q4JBZ3	Saci_0271
Q4JBZ4	Saci_0281
Q4JBZ5	Cj1420c
Q4JBZ6	Saci_0268
Q4JBZ7	Saci_0267
Q4JC00	Saci_0266
Q4JC03	TTE1979
Q4JC07	Saci_0269
Q4JC08	Cj1311
Q4JC09	Saci_0254
Q4JC14	TTE0259
Q4JC15	TTE0030
Q4JC24	PF1855
Q4JC29	Saci_0255
Q4JC39	Cj0921c
Q4JC40	Saci_0221
Q4JC42	Saci_0231
Q4JC44	Cj0899c
Q4JC46	Saci_0216
Q4JC47	Saci_0214
Q4JC48	Saci_0218
Q4JC51	Saci_0212
Q4JC56	Saci_0209
Q4JC59	Cj0725c
Q4JC60	Saci_0201
Q4JC62	Saci_0200
Q4JC67	Saci_0198
Q4JC68	Saci_0193
Q4JC70	Saci_0192
Q4JC77	Saci_0190
Q4JC78	Saci_0204
Q4JC81	Saci_0182
Q4JC84	BSU40090
Q4JC91	Saci_0176
Q4JC93	Saci_0168
Q4JC94	Saci_0179
Q4JC95	Saci_0165
Q4JC96	BSU27320
Q4JC98	Saci_0164
Q4JCA3	Rv3341
Q4JCA6	Saci_0155
Q4JCA9	Saci_0160
Q4JCB0	Saci_0149
Q4JCB3	Saci_0148
Q4JCB4	Saci_0145
Q4JCB8	Cj0269c
Q4JCC1	Saci_0138
Q4JCC2	Saci_0135
Q4JCC4	Saci_0144
Q4JCC9	Cj0172c
Q4JCD0	Saci_0132
Q4JCD1	Saci_0125
Q4JCD3	Rv1837c
Q4JCD4	Saci_0122
Q4JCE1	Saci_0121
Q4JCE3	Saci_0124
Q4JCF8	Rv0050
Q4JCH4	Saci_0094
Q4JCH7	Saci_0111
Q4JCH8	Rv2332
Q4JCH9	Saci_0074
Q4JCI0	Saci_0073
Q4JCI3	Saci_0072
Q4JCI5	Saci_0069
Q4JCI9	Saci_0067
Q4JCJ0	Saci_0075
Q4JCJ1	MPN_066
Q4JCJ2	Saci_0059
Q4JCJ3	Saci_0060
Q4JCJ5	Saci_0057
Q4JCK5	BSU28230
Q4JCK7	Saci_0044
Q4JCL2	Saci_0042
Q4JCL5	Saci_0037
Q4JCL6	Saci_0034
Q4JCM3	Saci_0033
Q4JCM5	Saci_0026
Q4JCM8	Saci_0054
Q4JCN6	Rv1399c
Q4JCN7	Saci_0013
Q4JCP3	Saci_0021
Q4JCP4	Saci_0006
Q4JCP7	Saci_0005
Q4JCP8	BSU28260
Q50294	Saci_0001
Q50314	Saci_0002
Q50331	Rv2987c
Q50365	MPN_688
Q50699	MPN_447
Q50732	Rv1277
Q51485	BSU31350
Q51487	PA3186
Q51567	PA0427
Q52150	Rv2566
Q52905	Rv0566c
Q53874	SYNPCC7002_B0002
Q53WA9	CAA20390
Q53WF6	N/A
Q53WH8	Rv0937c
Q54146	N/A
Q54714	SF_p0171;;SF0696;;SF1846;;S1912
Q54715	BAA17232
Q54735	BAA17231
Q55013	BAA18166
Q55080	Rv0733
Q55118	BAA18512
Q55119	BAA10250
Q55138	BAA10251
Q55158	N/A
Q55168	BAA10295
Q55169	BAA10307
Q55171	BAA10308
Q55176	N/A
Q55199	N/A
Q55247	N/A
Q55282	BAA18533
Q55318	BAA17917
Q55332	BAA18459
Q55338	BSU31390
Q55356	BAA16847
Q55387	BAA16618
Q55393	N/A
Q55404	BAA10483
Q55406	BAA10498
Q55418	N/A
Q55420	BAA10516
Q55432	N/A
Q55443	N/A
Q55444	N/A
Q55445	N/A
Q55446	BAA10787
Q55447	N/A
Q55457	N/A
Q55460	N/A
Q55461	BAA10803
Q55466	BAA10804
Q55474	N/A
Q55483	N/A
Q55498	N/A
Q55499	BAA10848
Q55501	BAA10849
Q55504	N/A
Q55505	BAA10856
Q55512	BAA10860
Q55514	BAA10869
Q55517	N/A
Q55522	N/A
Q55527	BAA10881
Q55531	N/A
Q55544	N/A
Q55549	BAA10042
Q55551	N/A
Q55557	N/A
Q55563	N/A
Q55564	BAA10064
Q55574	N/A
Q55581	BAA10077
Q55607	N/A
Q55614	BAA10114
Q55623	N/A
Q55641	N/A
Q55659	N/A
Q55664	N/A
Q55665	BAA10184
Q55689	BAA10185
Q55691	N/A
Q55700	N/A
Q55707	BAA10230
Q55715	BAA10345
Q55718	N/A
Q55726	N/A
Q55727	N/A
Q55729	N/A
Q55746	BAA10371
Q55750	BAA10391
Q55756	BAA10395
Q55757	BAA10403
Q55759	N/A
Q55764	BAA10406
Q55765	N/A
Q55770	N/A
Q55774	N/A
Q55787	BAA10424
Q55788	BAA10539
Q55791	N/A
Q55792	BAA10543
Q55814	BAA10544
Q55823	N/A
Q55839	BAA10578
Q55848	N/A
Q55865	BAA10604
Q55874	N/A
Q55885	BAA10635
Q55897	N/A
Q55905	N/A
Q55913	BAA10668
Q55918	N/A
Q55943	N/A
Q55949	N/A
Q55956	N/A
Q55962	N/A
Q55972	N/A
Q55982	N/A
Q55989	BAA10762
Q56312	N/A
Q56582	TM_0700
Q56584	N/A
Q56587	N/A
Q56921	N/A
Q57014	N/A
Q57038	BAA10811
Q57496	BAA10149
Q57AG9	N/A
Q57QC4	BruAb1_2065
Q58Z11	SCH_1181
Q59641	Rv2145c
Q59969	PA3227
Q59978	PY66_13545
Q59992	BAA10291
