Protein	ID,,Proteins Number,,Species Number,,Description
P75344	N/A,,N/A,,N/A,,N/A
P75353	N/A,,N/A,,N/A,,N/A
P75354	N/A,,N/A,,N/A,,N/A
P75358	N/A,,N/A,,N/A,,N/A
P75359	N/A,,N/A,,N/A,,N/A
P75376	N/A,,N/A,,N/A,,N/A
P75386	N/A,,N/A,,N/A,,N/A
P75390	N/A,,N/A,,N/A,,N/A
P75393	N/A,,N/A,,N/A,,N/A
P75394	N/A,,N/A,,N/A,,N/A
P75426	N/A,,N/A,,N/A,,N/A
P75465	N/A,,N/A,,N/A,,N/A
P75469	N/A,,N/A,,N/A,,N/A
P75470	N/A,,N/A,,N/A,,N/A
P75482	N/A,,N/A,,N/A,,N/A
P75493	N/A,,N/A,,N/A,,N/A
P75497	N/A,,N/A,,N/A,,N/A
P75512	N/A,,N/A,,N/A,,N/A
P75518	N/A,,N/A,,N/A,,N/A
P75525	N/A,,N/A,,N/A,,N/A
P75526	N/A,,N/A,,N/A,,N/A
P75533	N/A,,N/A,,N/A,,N/A
P75542	N/A,,N/A,,N/A,,N/A
P75543	N/A,,N/A,,N/A,,N/A
P75560	N/A,,N/A,,N/A,,N/A
P75569	N/A,,N/A,,N/A,,N/A
P75575	N/A,,N/A,,N/A,,N/A
P75591	N/A,,N/A,,N/A,,N/A
P75691	HOG000294667,,860,,449,,NA
P75694	HOG000117400,,747,,113,,NA
P75736	HOG000028067,,395,,342,,NA
P75809	HOG000184782,,383,,215,,NA
P75818	HOG000118261,,96,,95,,NA
P75821	HOG000167989,,594,,352,,NA
P75949	HOG000248526,,335,,332,,NA
P76001	HOG000119735,,66,,65,,NA
P76014	HOG000226525,,384,,314,,NA
P76015	HOG000226638,,418,,337,,NA
P76072	HOG000120054,,48,,38,,NA
P76143	HOG000224792,,126,,122,,NA
P76182	HOG000273665,,251,,236,,NA
P76194	HOG000285040,,381,,375,,NA
P76268	HOG000107041,,2365,,599,,NA
P76290	HOG000218457,,277,,274,,NA
P76387	HOG000153997,,283,,178,,NA
P76396	HOG000122042,,75,,71,,NA
P76398	HOG000158127,,704,,317,,NA
P76402	HOG000255655,,130,,125,,NA
P76536	HOG000151980,,292,,274,,NA
P76541	HOG000289069,,109,,108,,NA
P76552	HOG000289514,,130,,120,,NA
P76558	HOG000132448,,558,,417,,NA
P76576	HOG000261006,,328,,325,,NA
P77172	HOG000123041,,76,,75,,NA
P77173	HOG000274007,,183,,182,,NA
P77285	HOG000279312,,250,,235,,NA
P77318	HOG000135352,,711,,199,,NA
P77365	HOG000028675,,13,,10,,NA
P77376	HOG000227438,,455,,342,,NA
P77395	HOG000247095,,178,,177,,NA
P77402	HOG000120975,,51,,50,,NA
P77504	HOG000262709,,158,,157,,NA
P77510	HOG000241934,,107,,86,,NA
P77522	HOG000069112,,892,,863,,NA
P77552	HOG000120908,,46,,45,,NA
P77554	HOG000184779,,96,,77,,NA
P77598	HOG000119635,,90,,58,,NA
P77625	HOG000248341,,2480,,1003,,NA
P77627	HOG000009368,,86,,46,,NA
P77650	HOG000276711,,1160,,515,,NA
P77674	HOG000271505,,3917,,751,,NA
P77756	HOG000110563,,425,,416,,NA
P77804	HOG000120874,,113,,112,,NA
P77961	HOG000005157,,791,,771,,NA
P77962	HOG000239404,,1012,,869,,NA
P77965	HOG000218611,,505,,498,,NA
P77968	HOG000013584,,659,,578,,NA
P77970	HOG000024492,,158,,143,,NA
P77972	HOG000072173,,542,,524,,NA
P77973	HOG000230093,,1031,,906,,NA
P78010	N/A,,N/A,,N/A,,N/A
P78012	N/A,,N/A,,N/A,,N/A
P78018	N/A,,N/A,,N/A,,N/A
P78022	N/A,,N/A,,N/A,,N/A
P78027	N/A,,N/A,,N/A,,N/A
P78028	N/A,,N/A,,N/A,,N/A
P78032	N/A,,N/A,,N/A,,N/A
P78285	HOG000277068,,376,,212,,NA
P80046	HOG000021113,,1480,,810,,NA
P80239	HOG000022343,,1529,,993,,NA
P80240	HOG000241145,,1473,,1012,,NA
P80244	HOG000285833,,2001,,1281,,NA
P80505	HOG000071679,,1102,,818,,NA
P80507	HOG000236472,,464,,357,,NA
P80643	HOG000178184,,2159,,1288,,NA
P80698	HOG000218240,,518,,512,,NA
P80700	HOG000220987,,408,,405,,NA
P80858	HOG000226972,,915,,834,,NA
P80859	HOG000255147,,905,,754,,NA
P80860	HOG000100403,,295,,286,,NA
P80865	HOG000239685,,1344,,1077,,NA
P80866	N/A,,N/A,,N/A,,N/A
P80868	HOG000231587,,558,,480,,NA
P80870	HOG000217052,,357,,256,,NA
P80871	HOG000149972,,417,,272,,NA
P80875	HOG000069562,,433,,135,,NA
P80877	HOG000246221,,722,,657,,NA
P80879	HOG000273542,,970,,792,,NA
P80885	HOG000021559,,1076,,686,,NA
P80886	HOG000007059,,1445,,1080,,NA
P80918	N/A,,N/A,,N/A,,N/A
P80920	N/A,,N/A,,N/A,,N/A
P80921	N/A,,N/A,,N/A,,N/A
P80922	N/A,,N/A,,N/A,,N/A
P80923	HOG000178184,,2159,,1288,,NA
P81100	HOG000069562,,433,,135,,NA
P81101	HOG000040143,,1253,,1235,,NA
P81102	HOG000146739,,287,,188,,NA
P81181	HOG000100403,,295,,286,,NA
P94335	HOG000256031,,958,,942,,NA
P94360	N/A,,N/A,,N/A,,N/A
P94364	HOG000084938,,684,,559,,NA
P94400	HOG000182212,,444,,359,,NA
P94409	HOG000008739,,9,,8,,NA
P94417	HOG000293095,,182,,173,,NA
P94425	HOG000145619,,891,,552,,NA
P94459	HOG000229991,,723,,202,,NA
P94521	HOG000291973,,371,,242,,NA
P94534	HOG000256468,,214,,181,,NA
P94538	HOG000218799,,797,,750,,NA
P94547	HOG000229983,,1527,,777,,NA
P94549	HOG000027939,,3851,,771,,NA
P94565	HOG000046859,,891,,796,,NA
P94592	HOG000184780,,1920,,755,,NA
P94996	HOG000046292,,791,,153,,NA
P95017	HOG000046560,,25,,25,,NA
P95029	HOG000051526,,62,,56,,NA
P95032	HOG000043595,,21,,21,,NA
P95034	HOG000276711,,1160,,515,,NA
P95087	HOG000048770,,22,,20,,NA
P95090	HOG000268677,,357,,350,,NA
P95125	HOG000152322,,926,,438,,NA
P95137	HOG000220586,,8,,8,,NA
P95144	HOG000048970,,29,,27,,NA
P95172	HOG000019745,,67,,67,,NA
P95185	HOG000294672,,2013,,716,,NA
P95186	HOG000131659,,4166,,756,,NA
P95189	HOG000282239,,322,,291,,NA
P95197	HOG000072820,,483,,474,,NA
P95217	HOG000241711,,71,,66,,NA
P95225	N/A,,N/A,,N/A,,N/A
P95257	HOG000220468,,8,,8,,NA
P95290	HOG000245132,,192,,122,,NA
P95690	HOG000108124,,33,,33,,NA
P95691	HOG000105770,,233,,206,,NA
P95867	HOG000155669,,127,,123,,NA
P95871	HOG000243096,,45,,40,,NA
P95879	HOG000073662,,18,,13,,NA
P95907	HOG000222134,,1563,,1047,,NA
P95931	HOG000270618,,12,,12,,NA
P95949	HOG000225597,,64,,64,,NA
P95957	HOG000223047,,601,,441,,NA
P95968	HOG000073585,,97,,97,,NA
P95970	HOG000236578,,1169,,1111,,NA
P95979	HOG000222650,,64,,64,,NA
P95980	HOG000105364,,98,,97,,NA
P95991	HOG000225287,,96,,96,,NA
P96041	HOG000015496,,96,,96,,NA
P96076	N/A,,N/A,,N/A,,N/A
P96217	HOG000067758,,89,,35,,NA
P96218	HOG000031559,,411,,364,,NA
P96258	HOG000048995,,57,,50,,NA
P96267	HOG000244632,,174,,174,,NA
P96270	HOG000051078,,17,,16,,NA
P96271	HOG000053875,,50,,37,,NA
P96284	HOG000046292,,791,,153,,NA
P96285	HOG000046292,,791,,153,,NA
P96288	HOG000220584,,46,,23,,NA
P96291	HOG000046292,,791,,153,,NA
P96353	HOG000220390,,8,,8,,NA
P96356	HOG000220388,,8,,8,,NA
P96374	HOG000241028,,221,,219,,NA
P96396	HOG000229987,,201,,84,,NA
P96399	HOG000152322,,926,,438,,NA
P96404	HOG000027939,,3851,,771,,NA
P96409	HOG000044775,,29,,27,,NA
P96502	HOG000245690,,30,,29,,NA
P96585	HOG000008746,,9,,8,,NA
P96596	HOG000262034,,25,,24,,NA
P96611	HOG000292981,,244,,175,,NA
P96613	HOG000268119,,322,,311,,NA
P96615	HOG000269257,,203,,168,,NA
P96619	HOG000082486,,50,,49,,NA
P96625	HOG000244325,,26,,25,,NA
P96679	HOG000097754,,29,,28,,NA
P96683	HOG000257923,,215,,194,,NA
P96686	HOG000034813,,6285,,953,,NA
P96692	HOG000146739,,287,,188,,NA
P96701	HOG000005060,,14,,13,,NA
P96716	HOG000004334,,295,,233,,NA
P96718	HOG000153773,,1076,,760,,NA
P96722	N/A,,N/A,,N/A,,N/A
P96805	HOG000073371,,15,,14,,NA
P96812	HOG000053752,,53,,35,,NA
P96824	HOG000271515,,913,,548,,NA
P96868	HOG000048470,,27,,27,,NA
P96872	HOG000019913,,283,,113,,NA
P96874	HOG000042655,,38,,17,,NA
P96876	HOG000108489,,78,,69,,NA
P96877	HOG000219745,,2141,,546,,NA
P96878	HOG000250254,,218,,182,,NA
P96890	HOG000008988,,1530,,1132,,NA
P96923	HOG000043448,,13,,13,,NA
P97152	HOG000228640,,820,,93,,NA
P99175	HOG000220180,,2574,,558,,NA
P9WF13	N/A,,N/A,,N/A,,N/A
P9WF14	N/A,,N/A,,N/A,,N/A
P9WF15	N/A,,N/A,,N/A,,N/A
P9WF19	N/A,,N/A,,N/A,,N/A
P9WF23	N/A,,N/A,,N/A,,N/A
P9WF27	N/A,,N/A,,N/A,,N/A
P9WF29	N/A,,N/A,,N/A,,N/A
P9WF45	N/A,,N/A,,N/A,,N/A
P9WFB1	N/A,,N/A,,N/A,,N/A
P9WFC9	N/A,,N/A,,N/A,,N/A
P9WFD3	N/A,,N/A,,N/A,,N/A
P9WFD7	N/A,,N/A,,N/A,,N/A
P9WFD9	N/A,,N/A,,N/A,,N/A
P9WFG2	N/A,,N/A,,N/A,,N/A
P9WFG3	N/A,,N/A,,N/A,,N/A
P9WFG9	N/A,,N/A,,N/A,,N/A
P9WFH5	N/A,,N/A,,N/A,,N/A
P9WFH7	N/A,,N/A,,N/A,,N/A
P9WFI4	N/A,,N/A,,N/A,,N/A
P9WFI5	N/A,,N/A,,N/A,,N/A
P9WFK0	N/A,,N/A,,N/A,,N/A
P9WFK9	N/A,,N/A,,N/A,,N/A
P9WFL3	N/A,,N/A,,N/A,,N/A
P9WFM7	N/A,,N/A,,N/A,,N/A
P9WFN1	N/A,,N/A,,N/A,,N/A
P9WFQ0	N/A,,N/A,,N/A,,N/A
P9WFQ1	N/A,,N/A,,N/A,,N/A
P9WFR1	N/A,,N/A,,N/A,,N/A
P9WFS2	N/A,,N/A,,N/A,,N/A
P9WFS3	N/A,,N/A,,N/A,,N/A
P9WFW9	N/A,,N/A,,N/A,,N/A
P9WFX5	N/A,,N/A,,N/A,,N/A
P9WFX7	N/A,,N/A,,N/A,,N/A
P9WFZ1	N/A,,N/A,,N/A,,N/A
P9WFZ7	N/A,,N/A,,N/A,,N/A
P9WG05	N/A,,N/A,,N/A,,N/A
P9WG17	N/A,,N/A,,N/A,,N/A
P9WG33	N/A,,N/A,,N/A,,N/A
P9WG38	N/A,,N/A,,N/A,,N/A
P9WG39	N/A,,N/A,,N/A,,N/A
P9WG45	N/A,,N/A,,N/A,,N/A
P9WG47	N/A,,N/A,,N/A,,N/A
P9WG48	N/A,,N/A,,N/A,,N/A
P9WG49	N/A,,N/A,,N/A,,N/A
P9WG74	N/A,,N/A,,N/A,,N/A
P9WG75	N/A,,N/A,,N/A,,N/A
P9WG86	N/A,,N/A,,N/A,,N/A
P9WG87	N/A,,N/A,,N/A,,N/A
P9WGA0	N/A,,N/A,,N/A,,N/A
P9WGA1	N/A,,N/A,,N/A,,N/A
P9WGC3	N/A,,N/A,,N/A,,N/A
P9WGC7	N/A,,N/A,,N/A,,N/A
P9WGD5	N/A,,N/A,,N/A,,N/A
P9WGD8	N/A,,N/A,,N/A,,N/A
P9WGD9	N/A,,N/A,,N/A,,N/A
P9WGE1	N/A,,N/A,,N/A,,N/A
P9WGE7	N/A,,N/A,,N/A,,N/A
P9WGF2	N/A,,N/A,,N/A,,N/A
P9WGF3	N/A,,N/A,,N/A,,N/A
P9WGF9	N/A,,N/A,,N/A,,N/A
P9WGG5	N/A,,N/A,,N/A,,N/A
P9WGH8	N/A,,N/A,,N/A,,N/A
P9WGH9	N/A,,N/A,,N/A,,N/A
P9WGI1	N/A,,N/A,,N/A,,N/A
P9WGJ3	N/A,,N/A,,N/A,,N/A
P9WGJ4	N/A,,N/A,,N/A,,N/A
P9WGJ5	N/A,,N/A,,N/A,,N/A
P9WGK1	N/A,,N/A,,N/A,,N/A
P9WGK3	N/A,,N/A,,N/A,,N/A
P9WGK4	N/A,,N/A,,N/A,,N/A
P9WGK5	N/A,,N/A,,N/A,,N/A
P9WGK8	N/A,,N/A,,N/A,,N/A
P9WGK9	N/A,,N/A,,N/A,,N/A
P9WGL3	N/A,,N/A,,N/A,,N/A
P9WGL5	N/A,,N/A,,N/A,,N/A
P9WGL7	N/A,,N/A,,N/A,,N/A
P9WGL9	N/A,,N/A,,N/A,,N/A
P9WGM0	N/A,,N/A,,N/A,,N/A
P9WGM1	N/A,,N/A,,N/A,,N/A
P9WGM3	N/A,,N/A,,N/A,,N/A
P9WGM5	N/A,,N/A,,N/A,,N/A
P9WGM7	N/A,,N/A,,N/A,,N/A
P9WGM9	N/A,,N/A,,N/A,,N/A
P9WGN1	N/A,,N/A,,N/A,,N/A
P9WGN7	N/A,,N/A,,N/A,,N/A
P9WGN8	N/A,,N/A,,N/A,,N/A
P9WGN9	N/A,,N/A,,N/A,,N/A
P9WGP5	N/A,,N/A,,N/A,,N/A
P9WGQ1	N/A,,N/A,,N/A,,N/A
P9WGR0	N/A,,N/A,,N/A,,N/A
P9WGR1	N/A,,N/A,,N/A,,N/A
P9WGR9	N/A,,N/A,,N/A,,N/A
P9WGS1	N/A,,N/A,,N/A,,N/A
P9WGT2	N/A,,N/A,,N/A,,N/A
P9WGT3	N/A,,N/A,,N/A,,N/A
P9WGT9	N/A,,N/A,,N/A,,N/A
P9WGV2	N/A,,N/A,,N/A,,N/A
P9WGV3	N/A,,N/A,,N/A,,N/A
P9WGY8	N/A,,N/A,,N/A,,N/A
P9WGY9	N/A,,N/A,,N/A,,N/A
P9WGZ1	N/A,,N/A,,N/A,,N/A
P9WH05	N/A,,N/A,,N/A,,N/A
P9WH07	N/A,,N/A,,N/A,,N/A
P9WH34	N/A,,N/A,,N/A,,N/A
P9WH35	N/A,,N/A,,N/A,,N/A
P9WH37	N/A,,N/A,,N/A,,N/A
P9WH41	N/A,,N/A,,N/A,,N/A
P9WH42	N/A,,N/A,,N/A,,N/A
P9WH43	N/A,,N/A,,N/A,,N/A
P9WH45	N/A,,N/A,,N/A,,N/A
P9WH48	N/A,,N/A,,N/A,,N/A
P9WH49	N/A,,N/A,,N/A,,N/A
P9WH51	N/A,,N/A,,N/A,,N/A
P9WH53	N/A,,N/A,,N/A,,N/A
P9WH82	N/A,,N/A,,N/A,,N/A
P9WH83	N/A,,N/A,,N/A,,N/A
P9WH87	N/A,,N/A,,N/A,,N/A
P9WHA1	N/A,,N/A,,N/A,,N/A
P9WHA7	N/A,,N/A,,N/A,,N/A
P9WHB3	N/A,,N/A,,N/A,,N/A
P9WHB7	N/A,,N/A,,N/A,,N/A
P9WHC1	N/A,,N/A,,N/A,,N/A
P9WHC7	N/A,,N/A,,N/A,,N/A
P9WHD1	N/A,,N/A,,N/A,,N/A
P9WHD2	N/A,,N/A,,N/A,,N/A
P9WHD3	N/A,,N/A,,N/A,,N/A
P9WHE0	N/A,,N/A,,N/A,,N/A
P9WHE1	N/A,,N/A,,N/A,,N/A
P9WHF3	N/A,,N/A,,N/A,,N/A
P9WHG1	N/A,,N/A,,N/A,,N/A
P9WHG9	N/A,,N/A,,N/A,,N/A
P9WHI9	N/A,,N/A,,N/A,,N/A
P9WHJ5	N/A,,N/A,,N/A,,N/A
P9WHK5	N/A,,N/A,,N/A,,N/A
P9WHK7	N/A,,N/A,,N/A,,N/A
P9WHM1	N/A,,N/A,,N/A,,N/A
P9WHN5	N/A,,N/A,,N/A,,N/A
P9WHP5	N/A,,N/A,,N/A,,N/A
P9WHQ1	N/A,,N/A,,N/A,,N/A
P9WHR1	N/A,,N/A,,N/A,,N/A
P9WHS1	N/A,,N/A,,N/A,,N/A
P9WHT2	N/A,,N/A,,N/A,,N/A
P9WHT3	N/A,,N/A,,N/A,,N/A
P9WHU1	N/A,,N/A,,N/A,,N/A
P9WHU7	N/A,,N/A,,N/A,,N/A
P9WHV0	N/A,,N/A,,N/A,,N/A
P9WHV1	N/A,,N/A,,N/A,,N/A
P9WHV7	N/A,,N/A,,N/A,,N/A
P9WHW3	N/A,,N/A,,N/A,,N/A
P9WHW5	N/A,,N/A,,N/A,,N/A
P9WI27	N/A,,N/A,,N/A,,N/A
P9WI41	N/A,,N/A,,N/A,,N/A
P9WI47	N/A,,N/A,,N/A,,N/A
P9WI48	N/A,,N/A,,N/A,,N/A
P9WI49	N/A,,N/A,,N/A,,N/A
P9WI55	N/A,,N/A,,N/A,,N/A
P9WI62	N/A,,N/A,,N/A,,N/A
P9WI63	N/A,,N/A,,N/A,,N/A
P9WI64	N/A,,N/A,,N/A,,N/A
P9WI65	N/A,,N/A,,N/A,,N/A
P9WI66	N/A,,N/A,,N/A,,N/A
P9WI67	N/A,,N/A,,N/A,,N/A
P9WI69	N/A,,N/A,,N/A,,N/A
P9WI70	N/A,,N/A,,N/A,,N/A
P9WI71	N/A,,N/A,,N/A,,N/A
P9WI72	N/A,,N/A,,N/A,,N/A
P9WI73	N/A,,N/A,,N/A,,N/A
P9WI74	N/A,,N/A,,N/A,,N/A
P9WI75	N/A,,N/A,,N/A,,N/A
P9WI76	N/A,,N/A,,N/A,,N/A
P9WI77	N/A,,N/A,,N/A,,N/A
P9WI78	N/A,,N/A,,N/A,,N/A
P9WI79	N/A,,N/A,,N/A,,N/A
P9WI80	N/A,,N/A,,N/A,,N/A
P9WI81	N/A,,N/A,,N/A,,N/A
P9WI82	N/A,,N/A,,N/A,,N/A
P9WI83	N/A,,N/A,,N/A,,N/A
P9WIA1	N/A,,N/A,,N/A,,N/A
P9WIC5	N/A,,N/A,,N/A,,N/A
P9WIC7	N/A,,N/A,,N/A,,N/A
P9WID5	N/A,,N/A,,N/A,,N/A
P9WIE3	N/A,,N/A,,N/A,,N/A
P9WIE5	N/A,,N/A,,N/A,,N/A
P9WIF8	N/A,,N/A,,N/A,,N/A
P9WIF9	N/A,,N/A,,N/A,,N/A
P9WIG1	N/A,,N/A,,N/A,,N/A
P9WIG4	N/A,,N/A,,N/A,,N/A
P9WIG5	N/A,,N/A,,N/A,,N/A
P9WIH2	N/A,,N/A,,N/A,,N/A
P9WIH3	N/A,,N/A,,N/A,,N/A
P9WII8	N/A,,N/A,,N/A,,N/A
P9WII9	N/A,,N/A,,N/A,,N/A
P9WIJ9	N/A,,N/A,,N/A,,N/A
P9WIM7	N/A,,N/A,,N/A,,N/A
P9WIM9	N/A,,N/A,,N/A,,N/A
P9WIN1	N/A,,N/A,,N/A,,N/A
P9WIP3	N/A,,N/A,,N/A,,N/A
P9WIP7	N/A,,N/A,,N/A,,N/A
P9WIP9	N/A,,N/A,,N/A,,N/A
P9WIR7	N/A,,N/A,,N/A,,N/A
P9WIS5	N/A,,N/A,,N/A,,N/A
P9WIT2	N/A,,N/A,,N/A,,N/A
P9WIT3	N/A,,N/A,,N/A,,N/A
P9WIT5	N/A,,N/A,,N/A,,N/A
P9WIU9	N/A,,N/A,,N/A,,N/A
P9WIW3	N/A,,N/A,,N/A,,N/A
P9WIW7	N/A,,N/A,,N/A,,N/A
P9WIX7	N/A,,N/A,,N/A,,N/A
P9WIZ7	N/A,,N/A,,N/A,,N/A
P9WIZ9	N/A,,N/A,,N/A,,N/A
P9WJ07	N/A,,N/A,,N/A,,N/A
P9WJ09	N/A,,N/A,,N/A,,N/A
P9WJ41	N/A,,N/A,,N/A,,N/A
P9WJ68	N/A,,N/A,,N/A,,N/A
P9WJ69	N/A,,N/A,,N/A,,N/A
P9WJ85	N/A,,N/A,,N/A,,N/A
P9WJ94	N/A,,N/A,,N/A,,N/A
P9WJ95	N/A,,N/A,,N/A,,N/A
P9WJ96	N/A,,N/A,,N/A,,N/A
P9WJ97	N/A,,N/A,,N/A,,N/A
P9WJA3	N/A,,N/A,,N/A,,N/A
P9WJA8	N/A,,N/A,,N/A,,N/A
P9WJA9	N/A,,N/A,,N/A,,N/A
P9WJB5	N/A,,N/A,,N/A,,N/A
P9WJB7	N/A,,N/A,,N/A,,N/A
P9WJB9	N/A,,N/A,,N/A,,N/A
P9WJC3	N/A,,N/A,,N/A,,N/A
P9WJC4	N/A,,N/A,,N/A,,N/A
P9WJC5	N/A,,N/A,,N/A,,N/A
P9WJD9	N/A,,N/A,,N/A,,N/A
P9WJG3	N/A,,N/A,,N/A,,N/A
P9WJG5	N/A,,N/A,,N/A,,N/A
P9WJH6	N/A,,N/A,,N/A,,N/A
P9WJH7	N/A,,N/A,,N/A,,N/A
P9WJK2	N/A,,N/A,,N/A,,N/A
P9WJK3	N/A,,N/A,,N/A,,N/A
P9WJL7	N/A,,N/A,,N/A,,N/A
P9WJM3	N/A,,N/A,,N/A,,N/A
P9WJP1	N/A,,N/A,,N/A,,N/A
P9WJQ7	N/A,,N/A,,N/A,,N/A
P9WJQ9	N/A,,N/A,,N/A,,N/A
P9WJR9	N/A,,N/A,,N/A,,N/A
P9WJT0	N/A,,N/A,,N/A,,N/A
P9WJT1	N/A,,N/A,,N/A,,N/A
P9WJT8	N/A,,N/A,,N/A,,N/A
P9WJT9	N/A,,N/A,,N/A,,N/A
P9WJU0	N/A,,N/A,,N/A,,N/A
P9WJU1	N/A,,N/A,,N/A,,N/A
P9WJV4	N/A,,N/A,,N/A,,N/A
P9WJV5	N/A,,N/A,,N/A,,N/A
P9WJX5	N/A,,N/A,,N/A,,N/A
P9WJY9	N/A,,N/A,,N/A,,N/A
P9WK07	N/A,,N/A,,N/A,,N/A
P9WK13	N/A,,N/A,,N/A,,N/A
P9WK17	N/A,,N/A,,N/A,,N/A
P9WK24	N/A,,N/A,,N/A,,N/A
P9WK25	N/A,,N/A,,N/A,,N/A
P9WK46	N/A,,N/A,,N/A,,N/A
P9WK47	N/A,,N/A,,N/A,,N/A
P9WK55	N/A,,N/A,,N/A,,N/A
P9WK87	N/A,,N/A,,N/A,,N/A
P9WK89	N/A,,N/A,,N/A,,N/A
P9WK93	N/A,,N/A,,N/A,,N/A
P9WK95	N/A,,N/A,,N/A,,N/A
P9WK99	N/A,,N/A,,N/A,,N/A
P9WKA4	N/A,,N/A,,N/A,,N/A
P9WKA5	N/A,,N/A,,N/A,,N/A
P9WKD0	N/A,,N/A,,N/A,,N/A
P9WKD1	N/A,,N/A,,N/A,,N/A
P9WKD3	N/A,,N/A,,N/A,,N/A
P9WKD9	N/A,,N/A,,N/A,,N/A
P9WKE5	N/A,,N/A,,N/A,,N/A
P9WKE8	N/A,,N/A,,N/A,,N/A
P9WKE9	N/A,,N/A,,N/A,,N/A
P9WKF4	N/A,,N/A,,N/A,,N/A
P9WKF5	N/A,,N/A,,N/A,,N/A
P9WKG3	N/A,,N/A,,N/A,,N/A
P9WKH1	N/A,,N/A,,N/A,,N/A
P9WKH5	N/A,,N/A,,N/A,,N/A
P9WKI3	N/A,,N/A,,N/A,,N/A
P9WKK3	N/A,,N/A,,N/A,,N/A
P9WKL9	N/A,,N/A,,N/A,,N/A
P9WKM1	N/A,,N/A,,N/A,,N/A
P9WKP5	N/A,,N/A,,N/A,,N/A
P9WKQ4	N/A,,N/A,,N/A,,N/A
P9WKQ5	N/A,,N/A,,N/A,,N/A
P9WKR5	N/A,,N/A,,N/A,,N/A
P9WKS5	N/A,,N/A,,N/A,,N/A
P9WKT1	N/A,,N/A,,N/A,,N/A
P9WKT7	N/A,,N/A,,N/A,,N/A
P9WKU2	N/A,,N/A,,N/A,,N/A
P9WKU3	N/A,,N/A,,N/A,,N/A
P9WKV6	N/A,,N/A,,N/A,,N/A
P9WKV7	N/A,,N/A,,N/A,,N/A
P9WKV9	N/A,,N/A,,N/A,,N/A
P9WKW5	N/A,,N/A,,N/A,,N/A
P9WKX3	N/A,,N/A,,N/A,,N/A
P9WKZ5	N/A,,N/A,,N/A,,N/A
P9WL07	N/A,,N/A,,N/A,,N/A
P9WL15	N/A,,N/A,,N/A,,N/A
P9WL20	N/A,,N/A,,N/A,,N/A
P9WL21	N/A,,N/A,,N/A,,N/A
P9WL61	N/A,,N/A,,N/A,,N/A
P9WL91	N/A,,N/A,,N/A,,N/A
P9WLH5	N/A,,N/A,,N/A,,N/A
P9WLI1	N/A,,N/A,,N/A,,N/A
P9WLI5	N/A,,N/A,,N/A,,N/A
P9WLI8	N/A,,N/A,,N/A,,N/A
P9WLI9	N/A,,N/A,,N/A,,N/A
P9WLK1	N/A,,N/A,,N/A,,N/A
P9WLK3	N/A,,N/A,,N/A,,N/A
P9WLK5	N/A,,N/A,,N/A,,N/A
P9WLM1	N/A,,N/A,,N/A,,N/A
P9WLM3	N/A,,N/A,,N/A,,N/A
P9WLN6	N/A,,N/A,,N/A,,N/A
P9WLN7	N/A,,N/A,,N/A,,N/A
P9WLP5	N/A,,N/A,,N/A,,N/A
P9WLQ2	N/A,,N/A,,N/A,,N/A
P9WLQ3	N/A,,N/A,,N/A,,N/A
P9WLT1	N/A,,N/A,,N/A,,N/A
P9WLT5	N/A,,N/A,,N/A,,N/A
P9WLW5	N/A,,N/A,,N/A,,N/A
P9WLZ6	N/A,,N/A,,N/A,,N/A
P9WLZ7	N/A,,N/A,,N/A,,N/A
P9WM02	N/A,,N/A,,N/A,,N/A
P9WM03	N/A,,N/A,,N/A,,N/A
P9WM21	N/A,,N/A,,N/A,,N/A
P9WM25	N/A,,N/A,,N/A,,N/A
P9WM30	N/A,,N/A,,N/A,,N/A
P9WM31	N/A,,N/A,,N/A,,N/A
P9WM43	N/A,,N/A,,N/A,,N/A
P9WM59	N/A,,N/A,,N/A,,N/A
P9WM83	N/A,,N/A,,N/A,,N/A
P9WMA6	N/A,,N/A,,N/A,,N/A
P9WMA7	N/A,,N/A,,N/A,,N/A
P9WMB5	N/A,,N/A,,N/A,,N/A
P9WMC1	N/A,,N/A,,N/A,,N/A
P9WME1	N/A,,N/A,,N/A,,N/A
P9WME3	N/A,,N/A,,N/A,,N/A
P9WME7	N/A,,N/A,,N/A,,N/A
P9WMF9	N/A,,N/A,,N/A,,N/A
P9WMH1	N/A,,N/A,,N/A,,N/A
P9WMH3	N/A,,N/A,,N/A,,N/A
P9WMH9	N/A,,N/A,,N/A,,N/A
P9WMI9	N/A,,N/A,,N/A,,N/A
P9WMJ7	N/A,,N/A,,N/A,,N/A
P9WMJ9	N/A,,N/A,,N/A,,N/A
P9WMK0	N/A,,N/A,,N/A,,N/A
P9WMK1	N/A,,N/A,,N/A,,N/A
P9WMK7	N/A,,N/A,,N/A,,N/A
P9WML1	N/A,,N/A,,N/A,,N/A
P9WML8	N/A,,N/A,,N/A,,N/A
P9WML9	N/A,,N/A,,N/A,,N/A
P9WMM3	N/A,,N/A,,N/A,,N/A
P9WMN4	N/A,,N/A,,N/A,,N/A
P9WMN5	N/A,,N/A,,N/A,,N/A
P9WMN9	N/A,,N/A,,N/A,,N/A
P9WMQ1	N/A,,N/A,,N/A,,N/A
P9WMQ6	N/A,,N/A,,N/A,,N/A
P9WMQ7	N/A,,N/A,,N/A,,N/A
P9WMQ9	N/A,,N/A,,N/A,,N/A
