Protein	MSA ID
Q8R9D4	MSA0880
Q8R9G5	MSA0462
Q8R9S4	MSA0189
Q8RAC9	MSA0695
Q8RAH3	MSA1079
Q8RAR7	MSA0168
Q8RB35	N/A
Q8RB43	N/A
Q8RBD0	N/A
Q8RBD2	MSA0798
Q8RBE3	MSA0669
Q8RBV3	MSA0936
Q8RCJ1	MSA0541
Q8RCZ5	MSA0949
Q8RD14	N/A
Q8RDJ3	MSA0318
Q8RDL1	N/A
Q8TSY2	MSA1088
Q8TZX0	MSA0696
Q8VKS0	N/A
Q8VKS5	N/A
Q8VQA0	N/A
Q8VSB2	N/A
Q8VSC3	N/A
Q8X3W8	N/A
Q8X405	N/A
Q8X492	N/A
Q8X4E2	N/A
Q8X4K9	N/A
Q8X4P8	N/A
Q8X4T7	N/A
Q8X4V5	N/A
Q8X505	N/A
Q8X5C4	N/A
Q8X5E9	N/A
Q8X5H9	N/A
Q8X5N5	N/A
Q8X5V1	N/A
Q8X5V5	N/A
Q8X5Z8	N/A
Q8X600	N/A
Q8X611	N/A
Q8X6M8	N/A
Q8X6S3	N/A
Q8X6Z6	N/A
Q8X722	N/A
Q8X733	N/A
Q8X737	N/A
Q8X743	N/A
Q8X7C5	N/A
Q8X7C9	N/A
Q8X7F2	N/A
Q8X7H3	N/A
Q8X7H4	N/A
Q8X7L9	N/A
Q8X7M9	N/A
Q8X7N4	N/A
Q8X7N8	N/A
Q8X7P7	N/A
Q8X7T4	N/A
Q8X7V5	N/A
Q8X7X0	N/A
Q8X825	N/A
Q8X8G1	N/A
Q8X8G9	N/A
Q8X8H0	N/A
Q8X8I5	N/A
Q8X8J5	N/A
Q8X8L3	N/A
Q8X8T9	N/A
Q8X8W2	N/A
Q8X8Y7	N/A
Q8X8Z9	N/A
Q8X902	N/A
Q8X903	N/A
Q8X966	N/A
Q8X984	N/A
Q8X996	N/A
Q8X9B0	N/A
Q8X9L1	N/A
Q8X9T7	N/A
Q8X9V2	N/A
Q8XA02	N/A
Q8XA55	N/A
Q8XAA8	N/A
Q8XAC5	N/A
Q8XAQ4	N/A
Q8XAT3	N/A
Q8XAT4	N/A
Q8XB28	N/A
Q8XB34	N/A
Q8XB62	N/A
Q8XBF4	N/A
Q8XBJ9	N/A
Q8XBR3	N/A
Q8XBV3	N/A
Q8XC28	N/A
Q8XC76	N/A
Q8XC86	N/A
Q8XCA9	N/A
Q8XCD0	N/A
Q8XCF9	N/A
Q8XCG0	N/A
Q8XCI5	N/A
Q8XCU8	N/A
Q8XCV0	N/A
Q8XCW5	N/A
Q8XD03	N/A
Q8XD33	N/A
Q8XD88	N/A
Q8XDD5	N/A
Q8XDE7	N/A
Q8XDE9	N/A
Q8XDF3	N/A
Q8XDF5	N/A
Q8XDF6	N/A
Q8XDG0	N/A
Q8XDL9	N/A
Q8XDP3	N/A
Q8XDR9	N/A
Q8XDS0	N/A
Q8XDW4	N/A
Q8XDW9	N/A
Q8XE27	N/A
Q8XE60	N/A
Q8XE67	N/A
Q8XE69	N/A
Q8XEA7	N/A
Q8XEB4	N/A
Q8XEG2	N/A
Q8Y3P9	N/A
Q8Y3T4	N/A
Q8Y3Z5	N/A
Q8Y421	N/A
Q8Y422	N/A
Q8Y423	N/A
Q8Y424	N/A
Q8Y436	N/A
Q8Y444	N/A
Q8Y459	N/A
Q8Y495	N/A
Q8Y498	N/A
Q8Y4B2	N/A
Q8Y4B3	N/A
Q8Y4C0	N/A
Q8Y4C6	N/A
Q8Y4F0	N/A
Q8Y4F3	N/A
Q8Y4F7	N/A
Q8Y4H0	N/A
Q8Y4I1	N/A
Q8Y4I2	N/A
Q8Y4I4	N/A
Q8Y4L1	N/A
Q8Y4L6	N/A
Q8Y4M2	N/A
Q8Y4M3	N/A
Q8Y4P6	N/A
Q8Y4R1	N/A
Q8Y4R7	N/A
Q8Y4U6	N/A
Q8Y4V1	N/A
Q8Y4V6	N/A
Q8Y560	N/A
Q8Y563	N/A
Q8Y568	N/A
Q8Y5E6	N/A
Q8Y5F0	N/A
Q8Y5G0	N/A
Q8Y5H3	N/A
Q8Y5M1	N/A
Q8Y5N6	N/A
Q8Y5N7	N/A
Q8Y5N8	N/A
Q8Y5Q9	N/A
Q8Y5T8	N/A
Q8Y5T9	N/A
Q8Y5V0	N/A
Q8Y5V8	N/A
Q8Y5W6	N/A
Q8Y5W7	N/A
Q8Y5W8	N/A
Q8Y5X4	N/A
Q8Y606	N/A
Q8Y614	N/A
Q8Y629	N/A
Q8Y633	N/A
Q8Y642	N/A
Q8Y679	N/A
Q8Y680	N/A
Q8Y683	N/A
Q8Y692	N/A
Q8Y6C9	N/A
Q8Y6D0	N/A
Q8Y6E2	N/A
Q8Y6E4	N/A
Q8Y6E6	N/A
Q8Y6J3	N/A
Q8Y6J6	N/A
Q8Y6J7	N/A
Q8Y6K1	N/A
Q8Y6K9	N/A
Q8Y6L1	N/A
Q8Y6M7	N/A
Q8Y6N7	N/A
Q8Y6P8	N/A
Q8Y6Q0	N/A
Q8Y6R4	N/A
Q8Y6S6	N/A
Q8Y6S8	N/A
Q8Y6T2	N/A
Q8Y6V0	N/A
Q8Y6V1	N/A
Q8Y6W0	N/A
Q8Y6W1	N/A
Q8Y6X5	N/A
Q8Y6X9	N/A
Q8Y6Y3	N/A
Q8Y6Y9	N/A
Q8Y701	N/A
Q8Y731	N/A
Q8Y732	N/A
Q8Y735	N/A
Q8Y741	N/A
Q8Y742	N/A
Q8Y766	N/A
Q8Y786	N/A
Q8Y791	N/A
Q8Y7A5	N/A
Q8Y7B2	N/A
Q8Y7D3	N/A
Q8Y7F1	N/A
Q8Y7F6	N/A
Q8Y7G7	N/A
Q8Y7H4	N/A
Q8Y7J7	N/A
Q8Y7L0	N/A
Q8Y7L1	N/A
Q8Y7L9	N/A
Q8Y7N6	N/A
Q8Y7Q2	N/A
Q8Y822	N/A
Q8Y832	N/A
Q8Y835	N/A
Q8Y837	N/A
Q8Y846	N/A
Q8Y850	N/A
Q8Y862	N/A
Q8Y863	N/A
Q8Y864	N/A
Q8Y8A1	N/A
Q8Y8D5	N/A
Q8Y8E7	N/A
Q8Y8E9	N/A
Q8Y8G1	N/A
Q8Y8K5	N/A
Q8Y8K7	N/A
Q8Y8K9	N/A
Q8Y8N0	N/A
Q8Y8P0	N/A
Q8Y8W1	N/A
Q8Y8Z7	N/A
Q8Y904	N/A
Q8Y907	N/A
Q8Y912	N/A
Q8Y915	N/A
Q8Y966	N/A
Q8Y979	N/A
Q8Y9C1	N/A
Q8Y9H0	N/A
Q8Y9H5	N/A
Q8Y9L8	N/A
Q8Y9N9	N/A
Q8Y9Z6	N/A
Q8YA11	N/A
Q8YA52	N/A
Q8YA67	N/A
Q8YA71	N/A
Q8YA96	N/A
Q8YAA3	N/A
Q8YAA4	N/A
Q8YAB1	N/A
Q8YAC3	N/A
Q8YAC4	N/A
Q8YAC8	N/A
Q8YAD3	N/A
Q8YAD5	N/A
Q8YAE0	N/A
Q8YAF6	N/A
Q8YAM0	N/A
Q8YAM2	N/A
Q8YAM8	N/A
Q8YAN8	N/A
Q8YAR2	N/A
Q8YAR9	N/A
Q8YAT6	N/A
Q8YAU3	N/A
Q8YAW1	N/A
Q8ZVF7	MSA0773
Q926B4	MSA0717
Q927L6	N/A
Q927L9	N/A
Q928S1	N/A
Q92A74	N/A
Q92AU6	N/A
Q92BP2	N/A
Q92C24	N/A
Q92C55	N/A
Q92CZ4	N/A
Q92D14	N/A
Q92EP8	N/A
Q92F34	N/A
Q92F70	N/A
Q92K10	MSA0420
Q92K54	MSA0990
Q92KQ7	N/A
Q92KY2	MSA0096
Q92KZ1	N/A
Q92LB1	MSA0513
Q92LK7	MSA0172
Q92M12	MSA0023
Q92M81	MSA0043
Q92M99	MSA0533
Q92MD1	N/A
Q92MX0	MSA0581
Q92NH9	MSA0440
Q92NQ1	N/A
Q92P76	MSA0537
Q92PH6	MSA0204
Q92Q54	MSA0199
Q92Q64	N/A
Q92Q74	MSA0539
Q92QQ3	MSA0675
Q92QW9	MSA0408
Q92R51	N/A
Q92R63	MSA0055
Q92S95	MSA0409
Q92SA9	N/A
Q92SE4	MSA0195
Q92SN6	MSA0390
Q92SW4	N/A
Q92SY9	MSA0109
Q92TA3	N/A
Q92TB0	MSA0095
Q92TC7	MSA0466
Q92TD5	MSA0559
Q92TF2	MSA0765
Q92TR1	MSA0363
Q92U49	N/A
Q92UG6	MSA0504
Q92V36	MSA0415
Q92V53	MSA1068
Q92W79	MSA0789
Q92WA9	MSA0245
Q92XE7	N/A
Q92Y59	MSA0429
Q92ZQ4	MSA0308
Q92ZS6	MSA0236
Q92ZY4	N/A
Q930Y6	MSA0471
Q93FE6	MSA0373
Q93IG6	N/A
Q93J44	N/A
Q93KQ6	N/A
Q93RW6	N/A
Q93UM1	N/A
Q97D25	MSA0497
Q97D48	MSA1067
Q97D91	MSA0678
Q97D94	N/A
Q97DB0	MSA0292
Q97DB2	MSA0478
Q97DT0	MSA0818
Q97EC4	MSA0361
Q97ED5	MSA0294
Q97EG6	MSA0057
Q97EG8	MSA0171
Q97EG9	N/A
Q97EH0	N/A
Q97EH3	MSA0034
Q97EH4	MSA0322
Q97EH5	MSA0035
Q97EI1	MSA0064
Q97EK6	MSA0154
Q97EM3	MSA0522
Q97ES0	MSA0046
Q97EU4	MSA0326
Q97EX5	N/A
Q97F13	MSA0782
Q97F85	MSA0145
Q97FM8	N/A
Q97FP8	MSA0119
Q97FT7	MSA0582
Q97GJ9	N/A
Q97GK5	MSA0216
Q97GM9	MSA0533
Q97GN4	MSA0525
Q97GY6	N/A
Q97HY8	N/A
Q97I34	MSA0803
Q97I38	N/A
Q97I46	MSA0136
Q97I51	MSA0351
Q97IG3	MSA0009
Q97IQ1	MSA0210
Q97IR8	MSA1050
Q97J91	MSA0098
Q97JL7	MSA0197
Q97JN1	MSA0521
Q97K67	N/A
Q97KG0	MSA0361
Q97KK8	N/A
Q97KM5	MSA0968
Q97L52	MSA0104
Q97M85	MSA0776
Q97MD0	MSA0541
Q97MP5	MSA0541
Q97TU9	N/A
Q97TV0	N/A
Q97TV2	N/A
Q97TW3	N/A
Q97TY6	N/A
Q97TZ0	N/A
Q97TZ1	MSA0832
Q97U00	N/A
Q97U07	MSA0979
Q97U12	MSA0654
Q97U18	N/A
Q97U20	N/A
Q97U21	MSA0517
Q97U29	MSA0345
Q97U42	N/A
Q97U46	N/A
Q97U51	N/A
Q97U58	N/A
Q97U72	MSA0596
Q97U73	N/A
Q97U76	MSA0319
Q97U78	MSA0813
Q97U84	N/A
Q97U90	MSA0545
Q97U96	MSA1108
Q97U97	N/A
Q97U98	N/A
Q97UA1	MSA0497
Q97UA2	N/A
Q97UA3	N/A
Q97UA6	MSA0692
Q97UA9	N/A
Q97UB2	MSA0094
Q97UD7	N/A
Q97UD8	MSA0908
Q97UE0	N/A
Q97UE2	MSA0826
Q97UE3	MSA0780
Q97UF7	N/A
Q97UF8	N/A
Q97UF9	N/A
Q97UG0	N/A
Q97UG3	MSA0560
Q97UH0	N/A
Q97UH8	MSA1074
Q97UH9	N/A
Q97UI2	MSA0236
Q97UI3	MSA0523
Q97UJ9	N/A
Q97UK0	N/A
Q97UK3	N/A
Q97UK8	MSA1108
Q97UK9	N/A
Q97UL4	N/A
Q97UL7	N/A
Q97UM6	MSA0134
Q97UM9	N/A
Q97UP0	N/A
Q97UP3	MSA0019
Q97UQ5	N/A
Q97UQ6	N/A
Q97UR0	MSA0685
Q97UR6	MSA0102
Q97UR7	MSA0103
Q97US0	N/A
Q97UU4	MSA0856
Q97UV0	MSA0298
Q97UV1	MSA0864
Q97UW2	N/A
Q97UW8	MSA0135
Q97UX1	MSA0305
Q97UX2	MSA0210
Q97UX8	MSA0258
Q97UY8	MSA1047
Q97V06	N/A
Q97V13	MSA1012
Q97V16	MSA0381
Q97V18	MSA0419
Q97V29	MSA0917
Q97V31	N/A
Q97V41	N/A
Q97V62	MSA0019
Q97V68	N/A
Q97V73	MSA0813
Q97V75	N/A
Q97V81	MSA1014
Q97V87	N/A
Q97V89	MSA0885
Q97V96	MSA0926
Q97V98	N/A
Q97V99	N/A
Q97VA3	MSA0007
Q97VC4	N/A
Q97VC5	MSA0224
Q97VD3	N/A
Q97VD4	MSA0135
Q97VD6	N/A
Q97VE6	N/A
Q97VE7	N/A
Q97VF2	MSA1074
Q97VG5	N/A
Q97VG6	N/A
Q97VH8	N/A
Q97VI0	MSA0184
Q97VI2	N/A
Q97VJ3	MSA0298
Q97VJ4	MSA0286
Q97VK3	N/A
Q97VK4	N/A
Q97VK5	MSA0455
Q97VK9	MSA1087
Q97VL0	MSA0584
Q97VL1	MSA0200
Q97VL5	N/A
Q97VL8	MSA0427
Q97VM3	MSA0943
Q97VM7	N/A
Q97VN6	N/A
Q97VP4	N/A
Q97VP5	MSA0670
Q97VP7	N/A
Q97VQ9	MSA0126
Q97VR2	N/A
Q97VS3	N/A
Q97VS4	N/A
Q97VS5	MSA0605
Q97VT1	MSA0738
Q97VT2	MSA0319
Q97VT3	MSA0586
Q97VT6	MSA0230
Q97VU1	N/A
Q97VU5	N/A
Q97VU8	MSA0692
Q97VV1	N/A
Q97VV3	MSA0926
Q97VV8	MSA0813
Q97VV9	MSA0135
Q97VW2	N/A
Q97VW8	MSA0293
Q97VX5	MSA0488
Q97VX8	MSA1022
Q97VY1	MSA0280
Q97VY2	MSA0049
Q97VZ4	MSA0929
Q97VZ8	MSA0313
Q97W06	MSA0518
Q97W13	MSA0614
Q97W17	MSA0127
Q97W23	MSA0683
Q97W24	MSA0588
Q97W25	N/A
Q97W32	N/A
Q97W36	MSA0087
Q97W41	MSA0725
Q97W47	N/A
Q97W49	N/A
Q97W59	MSA0705
Q97W61	MSA0135
Q97W70	MSA0059
Q97W71	N/A
Q97W78	MSA0321
Q97W81	N/A
Q97W82	MSA1008
Q97W83	N/A
Q97W91	MSA0142
Q97W95	MSA0896
Q97WA8	N/A
Q97WB3	N/A
Q97WB8	MSA0811
Q97WD0	N/A
Q97WD5	N/A
Q97WD9	N/A
Q97WE6	MSA0166
Q97WE9	N/A
Q97WG0	N/A
Q97WG1	MSA0298
Q97WH3	N/A
Q97WH8	N/A
Q97WH9	N/A
Q97WK7	MSA0580
Q97WK8	MSA0716
Q97WL2	MSA0617
Q97WL6	MSA0290
Q97WL7	N/A
Q97WM2	N/A
Q97WM9	N/A
Q97WN0	MSA0357
Q97WN7	N/A
Q97WP8	MSA0958
Q97WQ0	MSA0258
Q97WQ5	MSA0692
Q97WR4	MSA0926
Q97WS5	MSA0258
Q97WU1	MSA0088
Q97WU2	MSA1006
Q97WU6	MSA1015
Q97WW1	N/A
Q97WW6	N/A
Q97WW9	MSA0754
Q97WX0	N/A
Q97WX4	MSA0618
Q97WX8	N/A
Q97WY6	N/A
Q97WZ2	MSA0780
Q97WZ4	N/A
Q97X09	MSA1074
Q97X37	N/A
Q97X39	N/A
Q97X44	MSA0413
Q97X52	MSA0258
Q97X60	N/A
Q97X67	MSA0738
Q97X72	N/A
Q97X74	N/A
Q97XA1	N/A
Q97XA5	MSA0497
Q97XA6	MSA0353
Q97XA7	MSA0353
Q97XB1	MSA0901
Q97XC0	N/A
Q97XC5	N/A
Q97XC6	MSA0974
Q97XC8	N/A
Q97XD6	N/A
Q97XD7	MSA0891
Q97XD9	N/A
Q97XE5	N/A
Q97XF6	N/A
Q97XF7	N/A
Q97XG6	N/A
Q97XH2	N/A
Q97XI1	MSA0479
Q97XI8	MSA1019
Q97XK4	N/A
Q97XL4	N/A
Q97XM1	MSA1045
Q97XM2	N/A
Q97XP4	MSA1026
Q97XP6	MSA0657
Q97XQ5	N/A
Q97XR3	MSA0019
Q97XS3	N/A
Q97XS7	MSA0353
Q97XT1	N/A
Q97XU3	N/A
Q97XW1	MSA0368
Q97XW3	N/A
Q97XX0	MSA0743
Q97XX1	N/A
Q97XY1	N/A
Q97XZ2	MSA0418
Q97Y06	MSA1028
Q97Y07	N/A
Q97Y08	MSA0727
Q97Y09	MSA0504
Q97Y13	MSA0328
Q97Y15	N/A
Q97Y36	MSA0618
Q97Y38	N/A
Q97Y46	N/A
Q97Y47	N/A
Q97Y48	N/A
Q97Y57	N/A
Q97Y68	MSA0808
Q97Y74	MSA0629
Q97Y87	N/A
Q97Y93	N/A
Q97Y97	N/A
Q97Y98	N/A
Q97Y99	N/A
Q97YB0	N/A
Q97YB2	N/A
Q97YB3	MSA0629
Q97YC9	N/A
Q97YD1	MSA0355
Q97YD4	MSA1072
Q97YD5	N/A
Q97YD6	N/A
Q97YE7	N/A
Q97YE8	N/A
Q97YE9	N/A
Q97YF2	N/A
Q97YF6	MSA0520
Q97YG5	N/A
Q97YG8	MSA1074
Q97YH8	N/A
Q97YH9	MSA0276
Q97YJ4	N/A
Q97YJ5	N/A
Q97YJ9	MSA0045
Q97YK0	N/A
Q97YK2	MSA0541
Q97YK8	MSA1006
Q97YL9	MSA1108
Q97YM0	N/A
Q97YM2	MSA0518
Q97YM7	N/A
Q97YN5	MSA0629
Q97YP0	N/A
Q97YP2	N/A
Q97YP7	MSA1087
Q97YR3	MSA1108
Q97YR4	MSA0763
Q97YS5	N/A
Q97YS7	N/A
Q97YT0	N/A
Q97YU1	N/A
Q97YU5	N/A
Q97YU9	MSA0433
Q97YW1	N/A
Q97YW4	N/A
Q97YW8	MSA0319
Q97YW9	N/A
Q97YX0	MSA0936
Q97YX5	MSA0291
Q97YY1	MSA0874
Q97YY2	MSA0562
Q97YY4	MSA1047
Q97YZ1	N/A
Q97YZ3	N/A
Q97Z02	N/A
Q97Z09	N/A
Q97Z10	N/A
Q97Z11	MSA0841
Q97Z17	MSA0884
Q97Z20	N/A
Q97Z24	MSA0089
Q97Z26	MSA0942
Q97Z29	MSA0770
Q97Z35	N/A
Q97Z40	MSA1073
Q97Z43	N/A
Q97Z45	N/A
Q97Z53	MSA0778
Q97Z57	N/A
Q97Z59	MSA0954
Q97Z79	MSA0527
Q97Z82	N/A
Q97Z93	N/A
Q97Z97	N/A
Q97ZA1	MSA0182
Q97ZA7	MSA1001
Q97ZB7	MSA0407
Q97ZC3	N/A
Q97ZC6	MSA0112
Q97ZD1	MSA0577
Q97ZD3	MSA0218
Q97ZD5	MSA0429
Q97ZD8	N/A
Q97ZF0	MSA0631
Q97ZF2	MSA0731
Q97ZF3	MSA0574
Q97ZH1	MSA0636
Q97ZH6	MSA0941
Q97ZH9	MSA0161
Q97ZI0	N/A
Q97ZI3	N/A
Q97ZI7	MSA0277
Q97ZJ8	MSA0366
Q97ZK9	MSA0346
Q97ZL5	MSA0029
Q97ZL6	MSA0332
Q97ZL7	MSA0348
Q97ZM3	MSA0995
Q97ZM5	N/A
Q97ZN2	N/A
Q97ZN6	N/A
Q97ZN9	N/A
Q97ZQ3	MSA0824
Q97ZR7	N/A
Q97ZS9	N/A
Q97ZT4	MSA0762
Q97ZT9	MSA0536
Q97ZU7	MSA0592
Q97ZV2	MSA0515
Q97ZV3	MSA0516
Q97ZV8	N/A
Q97ZV9	N/A
Q97ZW1	MSA0821
Q97ZX0	MSA0132
Q97ZX2	MSA0966
Q97ZX8	MSA0007
Q97ZY3	MSA0729
Q97ZY7	MSA0825
Q97ZZ1	MSA0430
Q97ZZ8	MSA0534
Q97ZZ9	N/A
Q980A0	MSA1037
Q980A4	MSA0643
Q980A8	MSA0136
Q980B8	N/A
Q980B9	N/A
Q980D1	N/A
Q980D8	N/A
Q980E2	MSA0101
Q980E7	MSA1054
Q980F6	MSA0669
Q980G2	MSA0938
Q980G7	MSA0599
Q980G9	N/A
Q980H3	MSA0421
Q980I2	MSA0572
Q980I5	MSA0093
Q980I7	MSA0058
Q980J0	MSA0968
Q980J5	N/A
Q980L1	N/A
Q980L3	MSA0091
Q980L7	N/A
Q980M3	MSA0905
Q980M9	MSA0231
Q980N3	MSA0696
Q980N7	MSA0649
Q980P7	MSA0752
Q980Q1	N/A
Q980Q4	MSA0025
Q980R1	N/A
Q980R2	MSA0061
Q980R6	MSA0934
Q980S0	MSA0303
Q980S2	MSA0960
Q980S7	N/A
Q980T0	MSA0933
Q980U0	MSA0429
Q980U1	N/A
Q980U3	MSA0699
Q980U7	MSA0262
Q980U8	MSA0193
Q980U9	N/A
Q980V2	MSA0386
Q980X3	N/A
Q980X4	MSA0473
Q980X8	MSA0511
Q980X9	MSA1071
Q980Y0	N/A
Q980Y4	N/A
Q980Y8	N/A
Q980Z1	N/A
Q980Z6	N/A
Q981A5	MSA0486
Q981A9	MSA0733
Q981B2	N/A
Q981B7	N/A
Q981D4	MSA0963
Q981D6	N/A
Q981E0	MSA0088
Q981E3	N/A
Q9ADG7	N/A
Q9ADJ6	N/A
Q9ADK0	N/A
Q9ADK2	N/A
Q9ADP6	N/A
Q9AFI5	N/A
Q9AGE6	N/A
Q9AGE7	N/A
Q9AK59	N/A
Q9CDG1	MSA0322
Q9CDH4	MSA0043
Q9CDI3	N/A
Q9CDL0	N/A
Q9CDL9	MSA0126
Q9CDN0	MSA0180
Q9CDR5	MSA0199
Q9CDT0	MSA0784
Q9CDW4	MSA0063
Q9CDX0	MSA0191
Q9CDY4	MSA0155
Q9CE23	MSA0470
Q9CE47	MSA0057
Q9CE78	MSA0091
Q9CED4	MSA0144
Q9CEF2	MSA0610
Q9CEF5	N/A
Q9CEH0	MSA0612
Q9CEH7	N/A
Q9CEI5	N/A
Q9CER9	MSA0172
Q9CEV7	MSA0554
Q9CEX2	MSA0124
Q9CEX3	MSA1090
Q9CEX6	MSA1043
Q9CEX8	N/A
Q9CEZ8	MSA0874
Q9CF22	MSA0209
Q9CF28	MSA1032
Q9CFX5	MSA0579
Q9CFX8	MSA1049
Q9CG49	N/A
Q9CGA7	MSA0985
Q9CGD4	N/A
Q9CGH2	MSA0510
Q9CGW5	N/A
Q9CGX8	N/A
Q9CGY3	N/A
Q9CH12	MSA0499
Q9CHC7	MSA0628
Q9CHE9	MSA0999
Q9CHN6	MSA0176
Q9CHT3	N/A
Q9CHU7	N/A
Q9CHV6	MSA0016
Q9CHY3	MSA0624
Q9CIC7	N/A
Q9CID7	MSA0878
Q9CID9	MSA0533
Q9CIH5	MSA0116
Q9CIH6	N/A
Q9CIL0	N/A
Q9CIM0	MSA0388
Q9CIW1	MSA0092
Q9CJ64	MSA1079
Q9CJ71	N/A
Q9CJ83	MSA0803
Q9EWG2	N/A
Q9EWG5	N/A
Q9EWX7	N/A
Q9EXD3	N/A
Q9EYQ9	N/A
Q9F166	N/A
Q9F2B9	N/A
Q9F2N5	N/A
Q9F2P2	N/A
Q9F2P7	N/A
Q9F342	N/A
Q9F3H6	N/A
Q9F3L5	N/A
Q9F3P0	N/A
Q9FBI6	N/A
Q9FBM1	N/A
Q9FBP2	N/A
Q9FC54	N/A
Q9FCA6	N/A
Q9FCH9	N/A
Q9FCI9	N/A
Q9HT18	MSA0042
Q9HT76	MSA0161
Q9HT81	MSA0169
Q9HTJ2	MSA0911
Q9HTL3	MSA0573
Q9HTT4	N/A
Q9HTV8	MSA0487
Q9HTY5	MSA0851
Q9HTZ5	N/A
Q9HU05	N/A
Q9HUC9	MSA0571
Q9HUE7	N/A
Q9HUF4	MSA0632
Q9HUF7	N/A
Q9HUF9	N/A
Q9HUJ2	MSA0285
Q9HUK1	MSA0141
Q9HVK8	N/A
Q9HVS5	MSA0455
Q9HVW9	MSA0099
Q9HVZ9	MSA0461
Q9HW85	MSA0976
Q9HWE2	MSA0149
Q9HWE7	MSA0068
Q9HWW1	MSA0983
Q9HX51	MSA0682
Q9HXI5	MSA0375
Q9HXK1	N/A
Q9HXR4	N/A
Q9HXU0	MSA0568
Q9HXY0	MSA0291
Q9HY50	MSA0395
Q9HY65	MSA0273
Q9HYB6	MSA1088
Q9HYF8	MSA0393
Q9HYH6	N/A
Q9HYP8	MSA0627
Q9HYT1	MSA0997
Q9HYT4	MSA0879
Q9HZ02	N/A
Q9HZ71	N/A
Q9HZA6	N/A
Q9HZG8	MSA1085
Q9HZK8	MSA0965
Q9HZP8	MSA0982
Q9I015	MSA0291
Q9I099	MSA0293
Q9I0A7	N/A
Q9I0J8	MSA0798
Q9I0L5	MSA0357
Q9I0M5	MSA0902
Q9I0Y2	MSA0957
Q9I0Z0	N/A
Q9I120	N/A
Q9I157	N/A
Q9I1H1	MSA0871
Q9I1I4	MSA1039
Q9I1P0	MSA0903
Q9I296	MSA0813
Q9I2T8	N/A
Q9I2W9	N/A
Q9I355	MSA0414
Q9I360	N/A
Q9I3D3	MSA0376
Q9I3I5	MSA0987
Q9I3S1	N/A
Q9I4D2	N/A
Q9I4G3	MSA0182
Q9I515	N/A
Q9I537	N/A
Q9I5T3	N/A
Q9I5U9	MSA0955
Q9I680	MSA0274
Q9I6A6	N/A
Q9I6W2	N/A
Q9I751	N/A
Q9I758	N/A
Q9K3V5	N/A
Q9K492	N/A
Q9K4B5	N/A
Q9K4C2	N/A
Q9K4D7	N/A
Q9K4H3	N/A
Q9KJV3	N/A
Q9KWU4	MSA0506
Q9KWZ1	MSA0265
Q9KXM7	N/A
Q9KXP6	N/A
Q9KXU5	N/A
Q9KXW0	N/A
Q9KXW4	N/A
Q9KY14	N/A
Q9KY15	N/A
Q9KY22	N/A
Q9KY56	N/A
Q9KYF3	N/A
Q9KYR1	N/A
Q9KZK2	N/A
Q9KZK3	N/A
Q9KZK8	N/A
Q9KZY7	N/A
Q9L060	N/A
Q9L0D1	N/A
Q9L0D2	N/A
Q9L0D9	N/A
Q9L0H9	N/A
Q9L0P9	N/A
Q9L0Q4	N/A
Q9L0Q6	N/A
Q9L0Q9	N/A
Q9L0T5	N/A
Q9L117	N/A
Q9L1C8	N/A
Q9L1D1	N/A
Q9L1E1	N/A
Q9L1G7	N/A
Q9L1G9	N/A
Q9L1R7	N/A
Q9L240	N/A
Q9L252	N/A
Q9L253	N/A
Q9L255	N/A
Q9L258	N/A
Q9L292	N/A
Q9L2A3	N/A
Q9LAP1	N/A
Q9LAQ3	N/A
Q9P9M0	MSA0792
Q9PHN5	MSA0045
Q9PI16	MSA0322
Q9PIB8	MSA0969
Q9PIB9	MSA0039
Q9PLV4	MSA0468
Q9PPE0	MSA0847
Q9R320	N/A
Q9R339	N/A
Q9R3W8	N/A
Q9R441	N/A
Q9R6U6	N/A
Q9RA63	MSA0361
Q9RD13	N/A
Q9RD84	N/A
Q9RGG4	N/A
Q9RGG5	N/A
Q9RI42	N/A
Q9RIM0	N/A
Q9RIM1	N/A
Q9RIS6	N/A
Q9RIT0	N/A
Q9RIU2	N/A
Q9RJ25	N/A
Q9RJ32	N/A
Q9RJ71	N/A
Q9RJH9	N/A
Q9RJQ2	N/A
Q9RJX8	N/A
Q9RK08	N/A
Q9RK68	N/A
Q9RKB8	N/A
Q9RKG5	N/A
Q9RKJ8	N/A
Q9RKR3	N/A
Q9RKS1	N/A
Q9RKY0	N/A
Q9RPT5	N/A
Q9RQJ0	N/A
Q9RQQ9	N/A
Q9RWN5	MSA0158
Q9RWN6	MSA0489
Q9S2K5	N/A
Q9S2Q9	N/A
Q9S2R8	N/A
Q9S2X2	N/A
Q9S2X4	N/A
Q9S2X6	N/A
Q9S5G6	N/A
Q9UWT5	MSA0082
Q9UWW3	MSA0601
Q9UWW8	MSA0547
Q9UWW9	MSA0635
Q9UWX2	N/A
Q9UX04	MSA0120
Q9UX07	MSA0757
Q9UX10	MSA0213
Q9UX20	MSA0108
Q9UX24	MSA0032
Q9UX31	MSA0097
Q9UX78	MSA0800
Q9UX85	MSA0152
Q9UX90	MSA0740
Q9UX92	MSA0070
Q9UX97	MSA0067
Q9UX98	MSA0139
Q9UXA0	MSA0066
Q9UXA3	MSA0138
Q9UXA8	MSA0062
Q9UXB1	MSA0046
Q9UXB8	MSA0630
