Protein	Description
P9WGJ3	MTBH37RV:G185E-4637-MONOMER
P9WGJ4	N/A
P9WGJ5	MTBH37RV:G185E-6355-MONOMER
P9WGK1	MTBH37RV:G185E-6230-MONOMER
P9WGK3	MTBH37RV:G185E-7396-MONOMER
P9WGK4	MTBCDC1551:GT3Z-4814-MONOMER
P9WGK5	MTBH37RV:G185E-4619-MONOMER
P9WGK8	MTBCDC1551:GT3Z-7838-MONOMER
P9WGK9	MTBH37RV:G185E-7519-MONOMER
P9WGL3	MTBH37RV:G185E-5187-MONOMER
P9WGL5	MTBH37RV:G185E-7491-MONOMER
P9WGL7	MTBH37RV:G185E-7408-MONOMER
P9WGL9	MTBH37RV:G185E-4620-MONOMER
P9WGM0	N/A
P9WGM1	MTBH37RV:G185E-5057-MONOMER
P9WGM3	MTBH37RV:G185E-5815-MONOMER
P9WGM5	MTBH37RV:G185E-4998-MONOMER
P9WGM7	MTBH37RV:G185E-7520-MONOMER
P9WGM9	MTBH37RV:G185E-5138-MONOMER
P9WGN1	MTBH37RV:G185E-5186-MONOMER
P9WGN7	MTBH37RV:G185E-4781-MONOMER
P9WGN8	MTBCDC1551:GT3Z-7119-MONOMER
P9WGN9	MTBH37RV:G185E-6828-MONOMER
P9WGP5	MTBH37RV:G185E-7514-MONOMER
P9WGQ1	MTBH37RV:G185E-6051-MONOMER
P9WGR0	MTBCDC1551:GT3Z-5914-MONOMER
P9WGR1	MetaCyc:G185E-5668-MONOMER;;MTBH37RV:G185E-5668-MONOMER
P9WGR9	MTBH37RV:G185E-5530-MONOMER
P9WGS1	MTBH37RV:G185E-5731-MONOMER
P9WGT2	MetaCyc:G185E-5667-MONOMER;;MTBCDC1551:GT3Z-5913-MONOMER
P9WGT3	MTBH37RV:G185E-5667-MONOMER
P9WGT9	MTBH37RV:G185E-5087-MONOMER
P9WGV2	MTBCDC1551:GT3Z-7841-MONOMER
P9WGV3	MTBH37RV:G185E-7522-MONOMER
P9WGY8	MTBCDC1551:GT3Z-5009-MONOMER
P9WGY9	MTBH37RV:G185E-4810-MONOMER
P9WGZ1	MTBH37RV:G185E-7734-MONOMER
P9WH05	MTBH37RV:G185E-5424-MONOMER
P9WH07	MTBH37RV:G185E-5168-MONOMER
P9WH34	MTBCDC1551:GT3Z-8064-MONOMER
P9WH35	MTBH37RV:G185E-7735-MONOMER
P9WH37	MTBH37RV:G185E-4851-MONOMER
P9WH41	MTBH37RV:G185E-6642-MONOMER
P9WH42	MTBCDC1551:GT3Z-6058-MONOMER
P9WH43	MTBH37RV:G185E-5819-MONOMER
P9WH45	MTBH37RV:G185E-4849-MONOMER
P9WH48	MTBCDC1551:GT3Z-4356-MONOMER
P9WH49	MTBH37RV:G185E-4169-MONOMER
P9WH51	MTBH37RV:G185E-4854-MONOMER
P9WH53	MTBH37RV:G185E-7161-MONOMER
P9WH82	MTBCDC1551:GT3Z-5064-MONOMER
P9WH83	MTBH37RV:G185E-4860-MONOMER
P9WH87	MTBH37RV:G185E-4845-MONOMER
P9WHA1	MTBH37RV:G185E-5472-MONOMER
P9WHA7	MTBH37RV:G185E-4853-MONOMER
P9WHB3	MTBH37RV:G185E-6673-MONOMER
P9WHB7	MTBH37RV:G185E-4859-MONOMER
P9WHC1	MTBH37RV:G185E-4850-MONOMER
P9WHC7	MTBH37RV:G185E-4784-MONOMER
P9WHD1	MTBH37RV:G185E-4864-MONOMER
P9WHD2	MTBCDC1551:GT3Z-8062-MONOMER
P9WHD3	MTBH37RV:G185E-7733-MONOMER
P9WHE0	N/A
P9WHE1	MTBH37RV:G185E-7720-MONOMER
P9WHF3	MTBH37RV:G185E-5471-MONOMER
P9WHG1	MTBH37RV:G185E-7369-MONOMER
P9WHG9	MTBH37RV:G185E-6825-MONOMER
P9WHI9	MTBH37RV:G185E-4114-MONOMER
P9WHJ5	MTBH37RV:G185E-6254-MONOMER
P9WHK5	MTBH37RV:G185E-7135-MONOMER
P9WHK7	MTBH37RV:G185E-5890-MONOMER
P9WHM1	MTBH37RV:G185E-7549-MONOMER
P9WHN5	MetaCyc:G185E-6317-MONOMER;;MTBH37RV:G185E-6317-MONOMER
P9WHP5	MTBH37RV:G185E-6993-MONOMER
P9WHQ1	MTBH37RV:G185E-5903-MONOMER
P9WHR1	MTBH37RV:G185E-6869-MONOMER
P9WHS1	MetaCyc:G185E-5513-MONOMER;;MTBH37RV:G185E-5513-MONOMER
P9WHT2	MTBCDC1551:GT3Z-6687-MONOMER
P9WHT3	MTBH37RV:G185E-6423-MONOMER
P9WHU1	MTBH37RV:G185E-6315-MONOMER
P9WHU7	MTBH37RV:G185E-4630-MONOMER
P9WHV0	MTBCDC1551:GT3Z-6935-MONOMER
P9WHV1	MTBH37RV:G185E-6657-MONOMER
P9WHV7	MTBH37RV:G185E-5886-MONOMER
P9WHW3	MTBH37RV:G185E-4122-MONOMER
P9WHW5	MTBH37RV:G185E-4131-MONOMER
P9WI27	MTBH37RV:G185E-5337-MONOMER
P9WI41	MTBH37RV:G185E-4567-MONOMER
P9WI47	MTBH37RV:G185E-4378-MONOMER
P9WI48	MTBCDC1551:GT3Z-4402-MONOMER
P9WI49	MTBH37RV:G185E-4213-MONOMER
P9WI55	MTBH37RV:G185E-7907-MONOMER
P9WI62	MTBCDC1551:GT3Z-6649-MONOMER
P9WI63	MTBH37RV:G185E-6386-MONOMER
P9WI64	MTBCDC1551:GT3Z-7650-MONOMER
P9WI65	MTBH37RV:G185E-7342-MONOMER
P9WI66	MTBCDC1551:GT3Z-6561-MONOMER
P9WI67	MTBH37RV:G185E-6294-MONOMER
P9WI69	MTBH37RV:G185E-7166-MONOMER
P9WI70	MTBCDC1551:GT3Z-5673-MONOMER
P9WI71	MTBH37RV:G185E-5438-MONOMER
P9WI72	N/A
P9WI73	MTBH37RV:G185E-4535-MONOMER
P9WI74	MTBCDC1551:GT3Z-6184-MONOMER
P9WI75	MTBH37RV:G185E-5941-MONOMER
P9WI76	MTBCDC1551:GT3Z-6181-MONOMER
P9WI77	MTBH37RV:G185E-5938-MONOMER
P9WI78	MTBCDC1551:GT3Z-5304-MONOMER
P9WI79	MTBH37RV:G185E-5086-MONOMER
P9WI80	MTBCDC1551:GT3Z-4311-MONOMER
P9WI81	MTBH37RV:G185E-4127-MONOMER
P9WI82	MTBCDC1551:GT3Z-4312-MONOMER
P9WI83	MTBH37RV:G185E-4128-MONOMER
P9WIA1	MTBH37RV:G185E-6447-MONOMER
P9WIC5	MTBH37RV:G185E-7203-MONOMER
P9WIC7	MTBH37RV:G185E-6649-MONOMER
P9WID5	MTBH37RV:G185E-6412-MONOMER
P9WIE3	MTBH37RV:G185E-6453-MONOMER
P9WIE5	MetaCyc:G185E-6105-MONOMER;;MTBH37RV:G185E-6105-MONOMER
P9WIF8	N/A
P9WIF9	MTBH37RV:G185E-5230-MONOMER
P9WIG1	MTBH37RV:G185E-4892-MONOMER
P9WIG4	N/A
P9WIG5	MTBH37RV:G185E-5954-MONOMER
P9WIH2	MTBCDC1551:GT3Z-4520-MONOMER
P9WIH3	MTBH37RV:G185E-4331-MONOMER
P9WII8	N/A
P9WII9	MTBH37RV:G185E-6849-MONOMER
P9WIJ9	MTBH37RV:G185E-8215-MONOMER
P9WIM7	MTBH37RV:G185E-5240-MONOMER
P9WIM9	MTBH37RV:G185E-4154-MONOMER
P9WIN1	MetaCyc:G185E-6950-MONOMER;;MTBH37RV:G185E-6950-MONOMER
P9WIP3	MTBH37RV:G185E-4667-MONOMER
P9WIP7	MTBH37RV:G185E-7876-MONOMER
P9WIP9	MTBH37RV:G185E-4603-MONOMER
P9WIR7	MTBH37RV:G185E-6055-MONOMER
P9WIS5	MetaCyc:G185E-5419-MONOMER;;MTBH37RV:G185E-5419-MONOMER
P9WIT2	MTBCDC1551:GT3Z-6217-MONOMER
P9WIT3	MetaCyc:G185E-5967-MONOMER;;MTBH37RV:G185E-5967-MONOMER
P9WIT5	MTBH37RV:G185E-8219-MONOMER
P9WIU9	MTBH37RV:G185E-4782-MONOMER
P9WIW3	MTBH37RV:G185E-4200-MONOMER
P9WIW7	MTBH37RV:G185E-7410-MONOMER
P9WIX7	MTBH37RV:G185E-8206-MONOMER
P9WIZ7	MTBH37RV:G185E-7395-MONOMER
P9WIZ9	MTBH37RV:G185E-6235-MONOMER
P9WJ07	MTBH37RV:G185E-5063-MONOMER
P9WJ09	MTBH37RV:G185E-4421-MONOMER
P9WJ41	MTBH37RV:G185E-4360-MONOMER
P9WJ68	MTBCDC1551:GT3Z-7813-MONOMER
P9WJ69	MTBH37RV:G185E-7493-MONOMER
P9WJ85	MTBH37RV:G185E-6267-MONOMER
P9WJ94	MTBCDC1551:GT3Z-4660-MONOMER
P9WJ95	MTBH37RV:G185E-4467-MONOMER
P9WJ96	N/A
P9WJ97	MTBH37RV:G185E-4465-MONOMER
P9WJA3	MTBH37RV:G185E-6870-MONOMER
P9WJA8	MTBCDC1551:GT3Z-6276-MONOMER
P9WJA9	MTBH37RV:G185E-6022-MONOMER
P9WJB5	MTBH37RV:G185E-4132-MONOMER
P9WJB7	MTBH37RV:G185E-8147-MONOMER
P9WJB9	MTBH37RV:G185E-8178-MONOMER
P9WJC3	MTBH37RV:G185E-8176-MONOMER
P9WJC4	MTBCDC1551:GT3Z-8533-MONOMER
P9WJC5	MTBH37RV:G185E-8174-MONOMER
P9WJD9	MTBH37RV:G185E-8179-MONOMER
P9WJG3	MTBH37RV:G185E-7861-MONOMER
P9WJG5	MTBH37RV:G185E-5055-MONOMER
P9WJH6	MTBCDC1551:GT3Z-6958-MONOMER
P9WJH7	MTBH37RV:G185E-6677-MONOMER
P9WJK2	MTBCDC1551:GT3Z-8570-MONOMER
P9WJK3	MTBH37RV:G185E-8208-MONOMER
P9WJL7	MetaCyc:G185E-6360-MONOMER;;MTBH37RV:G185E-6360-MONOMER
P9WJM3	MTBH37RV:G185E-4208-MONOMER
P9WJP1	MTBH37RV:G185E-6374-MONOMER
P9WJQ7	MTBH37RV:G185E-5151-MONOMER
P9WJQ9	MTBH37RV:G185E-6685-MONOMER
P9WJR9	MTBH37RV:G185E-7375-MONOMER
P9WJT0	MTBCDC1551:GT3Z-6672-MONOMER
P9WJT1	MTBH37RV:G185E-6408-MONOMER
P9WJT8	MTBCDC1551:GT3Z-4511-MONOMER
P9WJT9	MTBH37RV:G185E-4322-MONOMER
P9WJU0	MTBCDC1551:GT3Z-5587-MONOMER
P9WJU1	MTBH37RV:G185E-5352-MONOMER
P9WJV4	MTBCDC1551:GT3Z-4515-MONOMER
P9WJV5	MTBH37RV:G185E-4326-MONOMER
P9WJX5	MTBH37RV:G185E-5003-MONOMER
P9WJY9	MTBH37RV:G185E-7617-MONOMER
P9WK07	MTBH37RV:G185E-5299-MONOMER
P9WK13	MetaCyc:G185E-5411-MONOMER;;MTBH37RV:G185E-5411-MONOMER
P9WK17	MetaCyc:G185E-6032-MONOMER;;MTBH37RV:G185E-6032-MONOMER
P9WK24	MTBCDC1551:GT3Z-6823-MONOMER
P9WK25	MTBH37RV:G185E-6557-MONOMER
P9WK46	MTBCDC1551:GT3Z-5794-MONOMER
P9WK47	MTBH37RV:G185E-5550-MONOMER
P9WK55	MTBH37RV:G185E-5442-MONOMER
P9WK87	MTBH37RV:G185E-5582-MONOMER
P9WK89	MTBH37RV:G185E-5780-MONOMER
P9WK93	MTBH37RV:G185E-5802-MONOMER
P9WK95	MTBH37RV:G185E-7242-MONOMER
P9WK99	MTBH37RV:G185E-5727-MONOMER
P9WKA4	MTBCDC1551:GT3Z-8382-MONOMER
P9WKA5	MTBH37RV:G185E-8030-MONOMER
P9WKD0	MTBCDC1551:GT3Z-4313-MONOMER
P9WKD1	MTBH37RV:G185E-4129-MONOMER
P9WKD3	MTBH37RV:G185E-6273-MONOMER
P9WKD9	MTBH37RV:G185E-5092-MONOMER
P9WKE5	MTBH37RV:G185E-5805-MONOMER
P9WKE8	N/A
P9WKE9	MTBH37RV:G185E-5572-MONOMER
P9WKF4	MTBCDC1551:GT3Z-5081-MONOMER
P9WKF5	MTBH37RV:G185E-4878-MONOMER
P9WKG3	MTBH37RV:G185E-7120-MONOMER
P9WKH1	MetaCyc:G185E-7675-MONOMER;;MTBH37RV:G185E-7675-MONOMER
P9WKH5	MTBH37RV:G185E-4944-MONOMER;;MTBH37RV:G185E-5552-MONOMER;;MTBH37RV:G185E-5952-MONOMER;;MTBH37RV:G185E-5958-MONOMER;;MTBH37RV:G185E-6311-MONOMER;;MTBH37RV:G185E-6377-MONOMER;;MTBH37RV:G185E-6496-MONOMER;;MTBH37RV:G185E-6580-MONOMER;;MTBH37RV:G185E-6715-MONOMER;;MTBH37RV:G185E-6896-MONOMER;;MTBH37RV:G185E-7065-MONOMER;;MTBH37RV:G185E-7449-MONOMER;;MTBH37RV:G185E-7451-MONOMER;;MTBH37RV:G185E-7601-MONOMER;;MTBH37RV:G185E-7657-MONOMER;;MTBH37RV:G185E-7751-MONOMER
P9WKI3	MTBH37RV:G185E-6038-MONOMER
P9WKK3	MTBH37RV:G185E-7739-MONOMER
P9WKL9	MTBH37RV:G185E-5124-MONOMER
P9WKM1	MTBH37RV:G185E-5122-MONOMER
P9WKP5	MTBH37RV:G185E-5052-MONOMER
P9WKQ4	MTBCDC1551:GT3Z-5248-MONOMER
P9WKQ5	MTBH37RV:G185E-5039-MONOMER
P9WKR5	MTBH37RV:G185E-5030-MONOMER
P9WKS5	MTBH37RV:G185E-4773-MONOMER
P9WKT1	MTBH37RV:G185E-4634-MONOMER
P9WKT7	MTBH37RV:G185E-4631-MONOMER
P9WKU2	MTBCDC1551:GT3Z-4822-MONOMER
P9WKU3	MTBH37RV:G185E-4627-MONOMER
P9WKV6	MTBCDC1551:GT3Z-4802-MONOMER
P9WKV7	MTBH37RV:G185E-4607-MONOMER
P9WKV9	MTBH37RV:G185E-4605-MONOMER
P9WKW5	MTBH37RV:G185E-8131-MONOMER
P9WKX3	MTBH37RV:G185E-8076-MONOMER
P9WKZ5	MTBH37RV:G185E-7680-MONOMER
P9WL07	MTBH37RV:G185E-7391-MONOMER
P9WL15	MTBH37RV:G185E-7180-MONOMER
P9WL20	MTBCDC1551:GT3Z-7457-MONOMER
P9WL21	MTBH37RV:G185E-7169-MONOMER
P9WL61	MTBH37RV:G185E-6876-MONOMER
P9WL91	MTBH37RV:G185E-6812-MONOMER
P9WLH5	MTBH37RV:G185E-6440-MONOMER
P9WLI1	MTBH37RV:G185E-6429-MONOMER
P9WLI5	MTBH37RV:G185E-6416-MONOMER
P9WLI8	MTBCDC1551:GT3Z-6671-MONOMER
P9WLI9	MTBH37RV:G185E-6407-MONOMER
P9WLK1	MTBH37RV:G185E-6290-MONOMER
P9WLK3	MTBH37RV:G185E-6289-MONOMER
P9WLK5	MTBH37RV:G185E-6287-MONOMER
P9WLM1	MTBH37RV:G185E-6233-MONOMER
P9WLM3	MTBH37RV:G185E-6214-MONOMER
P9WLN6	N/A
P9WLN7	MTBH37RV:G185E-6202-MONOMER
P9WLP5	MTBH37RV:G185E-6195-MONOMER
P9WLQ2	N/A
P9WLQ3	MTBH37RV:G185E-6151-MONOMER
P9WLT1	MTBH37RV:G185E-5900-MONOMER
P9WLT5	MTBH37RV:G185E-5779-MONOMER
P9WLW5	MTBH37RV:G185E-5693-MONOMER
P9WLZ6	N/A
P9WLZ7	MTBH37RV:G185E-5545-MONOMER
P9WM02	MTBCDC1551:GT3Z-5783-MONOMER
P9WM03	MTBH37RV:G185E-5540-MONOMER
P9WM21	MTBH37RV:G185E-5516-MONOMER
P9WM25	MTBH37RV:G185E-5511-MONOMER
P9WM30	MTBCDC1551:GT3Z-5716-MONOMER
P9WM31	MTBH37RV:G185E-5477-MONOMER
P9WM43	MTBH37RV:G185E-5443-MONOMER
P9WM59	MTBH37RV:G185E-5274-MONOMER
P9WM83	MTBH37RV:G185E-4703-MONOMER
P9WMA6	MTBCDC1551:GT3Z-4300-MONOMER
P9WMA7	MTBH37RV:G185E-4118-MONOMER
P9WMB5	MetaCyc:G185E-6854-MONOMER;;MTBH37RV:G185E-6854-MONOMER
P9WMC1	MTBH37RV:G185E-8153-MONOMER
P9WME1	MTBH37RV:G185E-4316-MONOMER
P9WME3	MTBH37RV:G185E-5459-MONOMER
P9WME7	MTBH37RV:G185E-6023-MONOMER
P9WMF9	MTBH37RV:G185E-7397-MONOMER
P9WMH1	MTBH37RV:G185E-6959-MONOMER
P9WMH3	MTBH37RV:G185E-7959-MONOMER
P9WMH9	MTBH37RV:G185E-4602-MONOMER
P9WMI9	MTBH37RV:G185E-6196-MONOMER
P9WMJ7	MTBH37RV:G185E-6517-MONOMER
P9WMJ9	MTBH37RV:G185E-4474-MONOMER
P9WMK0	MTBCDC1551:GT3Z-6499-MONOMER
P9WMK1	MTBH37RV:G185E-6234-MONOMER
P9WMK7	MTBH37RV:G185E-7241-MONOMER
P9WML1	MTBH37RV:G185E-5433-MONOMER
P9WML8	MTBCDC1551:GT3Z-6026-MONOMER
P9WML9	MTBH37RV:G185E-5789-MONOMER
P9WMM3	MTBH37RV:G185E-5793-MONOMER
P9WMN4	MTBCDC1551:GT3Z-6678-MONOMER
P9WMN5	MTBH37RV:G185E-6414-MONOMER
P9WMN9	MTBH37RV:G185E-4656-MONOMER
P9WMQ1	MTBH37RV:G185E-5104-MONOMER
P9WMQ6	MTBCDC1551:GT3Z-7523-MONOMER
P9WMQ7	MTBH37RV:G185E-7228-MONOMER
P9WMQ9	MTBH37RV:G185E-5585-MONOMER
P9WMR1	MTBH37RV:G185E-6298-MONOMER
P9WMS5	MTBH37RV:G185E-7652-MONOMER
P9WMT4	N/A
P9WMT5	MTBH37RV:G185E-4475-MONOMER
P9WMT9	MTBH37RV:G185E-5242-MONOMER
P9WMU0	MTBCDC1551:GT3Z-6620-MONOMER
P9WMU1	MTBH37RV:G185E-6353-MONOMER
P9WMU4	MTBCDC1551:GT3Z-5846-MONOMER
P9WMU5	MTBH37RV:G185E-5605-MONOMER
P9WMV1	MTBH37RV:G185E-5045-MONOMER
P9WMW1	MTBH37RV:G185E-5507-MONOMER
P9WN21	MTBH37RV:G185E-5264-MONOMER
P9WN26	MTBCDC1551:GT3Z-6696-MONOMER
P9WN27	MTBH37RV:G185E-6432-MONOMER
P9WN31	MTBH37RV:G185E-7171-MONOMER
P9WN39	MTBH37RV:G185E-6431-MONOMER
P9WN40	MTBCDC1551:GT3Z-8047-MONOMER
P9WN41	MTBH37RV:G185E-7718-MONOMER
P9WN47	MTBH37RV:G185E-7987-MONOMER
P9WN51	MTBH37RV:G185E-6421-MONOMER
P9WN59	MTBH37RV:G185E-7270-MONOMER
P9WN83	MTBH37RV:G185E-5619-MONOMER
P9WN93	MetaCyc:G185E-5263-MONOMER;;MTBH37RV:G185E-5263-MONOMER
P9WN95	MTBH37RV:G185E-6358-MONOMER
P9WN97	MTBH37RV:G185E-6362-MONOMER
P9WN99	MTBH37RV:G185E-4130-MONOMER
P9WNA0	MTBCDC1551:GT3Z-6626-MONOMER
P9WNA1	MTBH37RV:G185E-6359-MONOMER
P9WNA2	N/A
P9WNA3	MTBH37RV:G185E-6997-MONOMER
P9WND5	MTBH37RV:G185E-6067-MONOMER
P9WNE5	MTBH37RV:G185E-8137-MONOMER
P9WNF5	MTBH37RV:G185E-7127-MONOMER
P9WNG2	MTBCDC1551:GT3Z-4862-MONOMER
P9WNG3	MTBH37RV:G185E-4666-MONOMER
P9WNG9	MTBH37RV:G185E-7288-MONOMER
P9WNH1	MTBH37RV:G185E-4687-MONOMER
P9WNH5	MetaCyc:G185E-7847-MONOMER;;MTBH37RV:G185E-7847-MONOMER
P9WNI1	MTBH37RV:G185E-8188-MONOMER
P9WNI3	MTBH37RV:G185E-7899-MONOMER
P9WNI5	MTBH37RV:G185E-6573-MONOMER
P9WNJ3	MTBH37RV:G185E-5988-MONOMER
P9WNJ7	MTBH37RV:G185E-5367-MONOMER
P9WNJ9	MTBH37RV:G185E-5198-MONOMER
P9WNK5	MTBH37RV:G185E-8172-MONOMER
P9WNK7	MTBH37RV:G185E-8173-MONOMER
P9WNK9	MTBH37RV:G185E-6590-MONOMER
P9WNM5	MTBH37RV:G185E-5458-MONOMER
P9WNM9	MTBH37RV:G185E-4237-MONOMER
P9WNN0	MTBCDC1551:GT3Z-5028-MONOMER
P9WNN1	MTBH37RV:G185E-4828-MONOMER
P9WNN7	MTBH37RV:G185E-5655-MONOMER
P9WNN9	MTBH37RV:G185E-5232-MONOMER
P9WNP1	MTBH37RV:G185E-5059-MONOMER
P9WNP5	MetaCyc:G185E-4681-MONOMER;;MTBH37RV:G185E-4681-MONOMER
P9WNP9	MTBH37RV:G185E-5990-MONOMER
P9WNQ1	MTBH37RV:G185E-7725-MONOMER
P9WNQ3	MTBH37RV:G185E-4413-MONOMER
P9WNR1	MTBH37RV:G185E-7727-MONOMER
P9WNU7	MetaCyc:G185E-6303-MONOMER;;MTBH37RV:G185E-6303-MONOMER
P9WNV1	MTBH37RV:G185E-7272-MONOMER
P9WNV3	MTBH37RV:G185E-5093-MONOMER
P9WNV5	MTBH37RV:G185E-7323-MONOMER
P9WNV8	MTBCDC1551:GT3Z-4669-MONOMER
P9WNV9	MTBH37RV:G185E-4476-MONOMER
P9WNW3	MTBH37RV:G185E-4112-MONOMER
P9WNX2	MTBCDC1551:GT3Z-7551-MONOMER
P9WNX3	MTBH37RV:G185E-7253-MONOMER
P9WNY0	MTBCDC1551:GT3Z-4779-MONOMER
P9WNY1	MTBH37RV:G185E-4585-MONOMER
P9WNZ0	MTBCDC1551:GT3Z-5816-MONOMER
P9WNZ1	MTBH37RV:G185E-5574-MONOMER
P9WP13	MTBH37RV:G185E-5432-MONOMER
P9WP15	MTBH37RV:G185E-7824-MONOMER
P9WP37	MTBH37RV:G185E-6406-MONOMER
P9WP49	MTBH37RV:G185E-5123-MONOMER
P9WP59	MTBH37RV:G185E-4839-MONOMER
P9WP65	MTBH37RV:G185E-4954-MONOMER
P9WP67	MTBH37RV:G185E-6403-MONOMER
P9WP71	MTBH37RV:G185E-7304-MONOMER
P9WP77	MTBH37RV:G185E-5342-MONOMER
P9WPA2	MTBCDC1551:GT3Z-6059-MONOMER
P9WPA3	MTBH37RV:G185E-5820-MONOMER
P9WPB3	MTBH37RV:G185E-4597-MONOMER
P9WPB5	MetaCyc:G185E-4635-MONOMER;;MTBH37RV:G185E-4635-MONOMER
P9WPC4	MTBCDC1551:GT3Z-6974-MONOMER
P9WPC5	MTBH37RV:G185E-6693-MONOMER
P9WPC9	MTBH37RV:G185E-7874-MONOMER
P9WPD0	MTBCDC1551:GT3Z-4699-MONOMER
P9WPD1	MTBH37RV:G185E-4508-MONOMER
P9WPD4	MTBCDC1551:GT3Z-5264-MONOMER
P9WPD5	MetaCyc:G185E-5050-MONOMER;;MTBH37RV:G185E-5050-MONOMER
P9WPE4	MTBCDC1551:GT3Z-8025-MONOMER
P9WPE5	MTBH37RV:G185E-7695-MONOMER
P9WPE6	MTBCDC1551:GT3Z-4760-MONOMER
P9WPE7	MTBH37RV:G185E-4565-MONOMER
P9WPE8	MTBCDC1551:GT3Z-8024-MONOMER
P9WPE9	MTBH37RV:G185E-7694-MONOMER
P9WPH8	MTBCDC1551:GT3Z-8524-MONOMER
P9WPH9	MTBH37RV:G185E-8166-MONOMER
P9WPI2	N/A
P9WPI3	MTBH37RV:G185E-4405-MONOMER
P9WPI9	MTBH37RV:G185E-6446-MONOMER
P9WPJ5	MTBH37RV:G185E-7067-MONOMER
P9WPL9	MTBH37RV:G185E-6075-MONOMER
P9WPN5	MTBH37RV:G185E-5427-MONOMER
P9WPQ3	MTBH37RV:G185E-6737-MONOMER
P9WPQ7	MTBH37RV:G185E-5777-MONOMER
P9WPR8	MTBCDC1551:GT3Z-5918-MONOMER
P9WPR9	MTBH37RV:G185E-5672-MONOMER
P9WPS2	N/A
P9WPS3	MTBH37RV:G185E-5125-MONOMER
P9WPS4	MTBCDC1551:GT3Z-4413-MONOMER
P9WPS5	MTBH37RV:G185E-4224-MONOMER
P9WPU1	MTBH37RV:G185E-4209-MONOMER
P9WPU5	MTBH37RV:G185E-5484-MONOMER
P9WPV3	MTBH37RV:G185E-5481-MONOMER
P9WPW7	MTBH37RV:G185E-5848-MONOMER
P9WPX3	MTBH37RV:G185E-7996-MONOMER
P9WPZ3	MTBH37RV:G185E-5843-MONOMER
P9WQ01	MTBH37RV:G185E-5844-MONOMER
P9WQ17	MetaCyc:G185E-5506-MONOMER;;MTBH37RV:G185E-5506-MONOMER
P9WQ27	MTBH37RV:G185E-7291-MONOMER
P9WQ29	MTBH37RV:G185E-5498-MONOMER
P9WQ61	MTBH37RV:G185E-7202-MONOMER
P9WQ62	MTBCDC1551:GT3Z-6884-MONOMER
P9WQ71	MTBH37RV:G185E-7285-MONOMER
P9WQ97	MTBH37RV:G185E-5434-MONOMER
P9WQ99	MTBH37RV:G185E-6589-MONOMER
P9WQA3	MTBH37RV:G185E-4487-MONOMER
P9WQA5	MTBH37RV:G185E-7226-MONOMER
P9WQB3	MTBH37RV:G185E-7997-MONOMER
P9WQD7	MetaCyc:G185E-6462-MONOMER;;MTBH37RV:G185E-6462-MONOMER
P9WQF2	MTBCDC1551:GT3Z-6722-MONOMER
P9WQF3	MTBH37RV:G185E-6460-MONOMER
P9WQF7	MTBH37RV:G185E-5027-MONOMER
P9WQH1	MTBH37RV:G185E-4534-MONOMER
P9WQH7	MetaCyc:G185E-7554-MONOMER;;MTBH37RV:G185E-7554-MONOMER
P9WQI1	MTBH37RV:G185E-4790-MONOMER
P9WQJ5	MTBH37RV:G185E-5453-MONOMER
P9WQK7	MTBH37RV:G185E-5827-MONOMER
P9WQK9	MTBH37RV:G185E-5088-MONOMER
P9WQL5	MTBH37RV:G185E-4798-MONOMER
P9WQM8	N/A
P9WQM9	MTBH37RV:G185E-6333-MONOMER
P9WQN9	MetaCyc:G185E-4246-MONOMER;;MTBH37RV:G185E-4246-MONOMER
Q00828	BSUB:BSU12430-MONOMER
Q01462	LLAC272623:L0017-MONOMER
Q01465	BSUB:BSU28030-MONOMER
Q01473	N/A
Q01950	N/A
Q01951	N/A
Q01952	N/A
Q02054	N/A
Q02170	BSUB:BSU28040-MONOMER
Q02DS7	PAER208963:G1G74-6036-MONOMER
Q02DZ3	PAER208963:G1G74-5963-MONOMER
Q02E25	PAER208963:G1G74-5930-MONOMER
Q02E40	N/A
Q02EA7	PAER208963:G1G74-5847-MONOMER
Q02EW8	PAER208963:G1G74-5629-MONOMER
Q02F83	PAER208963:G1G74-5508-MONOMER
Q02FR1	PAER208963:G1G74-5326-MONOMER
Q02G03	PAER208963:G1G74-5223-MONOMER
Q02H55	PAER208963:G1G74-4801-MONOMER
Q02HS3	PAER208963:G1G74-4573-MONOMER
Q02I11	PAER208963:G1G74-4481-MONOMER
Q02I31	PAER208963:G1G74-4461-MONOMER
Q02K73	PAER208963:G1G74-3686-MONOMER
Q02K94	PAER208963:G1G74-3665-MONOMER
Q02KR1	PAER208963:G1G74-3491-MONOMER
Q02KR3	PAER208963:G1G74-3489-MONOMER
Q02KT5	PAER208963:G1G74-3466-MONOMER
Q02L18	PAER208963:G1G74-3378-MONOMER
Q02L47	PAER208963:G1G74-3349-MONOMER
Q02M20	PAER208963:G1G74-3009-MONOMER
Q02MN4	PAER208963:G1G74-2788-MONOMER
Q02NB5	PAER208963:G1G74-2528-MONOMER
Q02PA2	PAER208963:G1G74-2171-MONOMER
Q02PG5	N/A
Q02PH8	PAER208963:G1G74-2093-MONOMER
Q02QC9	PAER208963:G1G74-1771-MONOMER
Q02QI1	PAER208963:G1G74-1714-MONOMER
Q02RA7	PAER208963:G1G74-1426-MONOMER
Q02RJ6	PAER208963:G1G74-1337-MONOMER
